Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
Wales	GPE	HAVE you ever been to Wales? I do not ask this question of any one	0	Wales, GBR	Locality	State or Province						Wales	United Kingdom	GBR	-3.7652226249999785	52.337163856000075	100	
Virginia	GPE	and Heloise, moving as those of good Paul and Virginia. Probably those wise ones will be very few;	0	Virginia, USA	Locality	State or Province						Virginia	United States	USA	-78.69794871299996	37.51282050400005	100	
Providence	GPE	estimate of my own powers of narration, however amply Providence may have gifted me with self-appreciation, I	0	Providence, RI, USA	Locality	City				Providence	Providence County	Rhode Island	United States	USA	-71.41197999999997	41.82388000000003	100	
Wales	GPE	Have you ever been to Wales? If you have ever visited the pretty, dirty	1	Wales, GBR	Locality	State or Province						Wales	United Kingdom	GBR	-3.7652226249999785	52.337163856000075	100	
Ireland	GPE	potatoes and absenteeism and head-centres flourish, alias Ireland, you have no doubt passed through a part of	1	Ireland, IRL	Locality	Country							Ireland	IRL	-8.14600614699998	53.17587984600004	100	
Wales	GPE	I have lived in Wales, so I speak with authority; and for my	2	Wales, GBR	Locality	State or Province						Wales	United Kingdom	GBR	-3.7652226249999785	52.337163856000075	100	
Murray	GPE	why am I drivelling on, like a sort of Murray and water, on the manners and character of this	3	Murray, South Australia, AUS	POI	Stream						South Australia	Australia	AUS	139.3666700000001	-35.36666999999994	100	
Megæra	GPE	as this world goes; some of them, capricious Megæra and Tisyphone lashed with scorpions for their derelictions. This	3	Megara, GRC	Locality	City					Megara	Attiki	Ellada	GRC	23.344990000000053	37.99511000000007	85.71	
Providence	GPE	Record would charitably have us believe is the way of Providence—equally with those who enjoy the flavour of violent	3	Providence, RI, USA	Locality	City				Providence	Providence County	Rhode Island	United States	USA	-71.41197999999997	41.82388000000003	100	
Paris	GPE	"that one in "" Ida,"" where ""beautiful Paris, evil-hearted Paris,"" pastured his sheep"	4	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Paris	GPE	","" where ""beautiful Paris, evil-hearted Paris,"" pastured his sheep and his jet-black"	4	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Parises	GPE	valley where there are no dangerous, good-looking Parises, only one or two red-headed Welsh squires	4	Parises, São Brás de Alportel, Faro, PRT	Locality	City				São Brás de Alportel	São Brás de Alportel	Faro	Portugal	PRT	-7.853069999999946	37.247190000000046	100	
England	GPE	prerogative and King Charles, or fought and lived for England and liberty: when most houses were black and white	5	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Noes	GPE	a species of Yes after half-a-dozen Noes; I cannot imagine why, for I certainly	6	Noës, Sierre, Valais, CHE	Locality	District				Sierre	Sierre	Valais	Suisse	CHE	7.505490000000066	46.280970000000025	100	
Carmel	GPE	(the Seer's) eyes on the top of Carmel, when, by his faith, he brought up	7	Carmel, IN, USA	Locality	City				Carmel	Hamilton County	Indiana	United States	USA	-86.12606999999997	39.97839000000005	100	
London	GPE	up the tarrying rain from the sea's chambers. London is pouring out her noble army of haberdashers and greengrocers	7	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Scarborough	GPE	of haberdashers and greengrocers into Ramsgate and Margate, and Scarborough and Llandudno. The John Gilpins of to-day	7	Scarborough, North Yorkshire, England, GBR	Locality	City				Scarborough	North Yorkshire	England	United Kingdom	GBR	-0.40222546499995815	54.28159531400007	100	
Llandudno	GPE	and greengrocers into Ramsgate and Margate, and Scarborough and Llandudno. The John Gilpins of to-day are not	7	Llandudno, Clwyd, Wales, GBR	Locality	City				Llandudno	Clwyd	Wales	United Kingdom	GBR	-3.8304396839999413	53.32401625000006	100	
Edmonton	GPE	"with a modest outing to the ""Bell"" at Edmonton, ""all in a chaise and pair."""	7	Edmonton, AB, CAN	Locality	City				Edmonton	Division No. 11	Alberta	Canada	CAN	-113.49013999999994	53.54545000000007	100	
Helvellyn	GPE	"are stretching their cramped legs up the steep sides of Helvellyn and Mont Blanc, and surveying the ""frozen hurricane"	8	Helvellyn, Patterdale, Eden District, Cumbria, England, GBR	POI	Mountain				Eden District	Cumbria	England	United Kingdom	GBR	-3.0196999999999434	54.528500000000065	100	
Salisbury Plain	GPE	haycocks: to-night it is as flat as Salisbury Plain. All day long the waggons have gone grinding and	8	Salisbury Plain, Adelaide, South Australia, AUS	Locality	District				Adelaide		South Australia	Australia	AUS	138.66766000000007	-34.76812999999993	100	
Wales	GPE	Perceiving their condition, though too old an inhabitant of Wales to be in any degree surprised at what is,	9	Wales, GBR	Locality	State or Province						Wales	United Kingdom	GBR	-3.7652226249999785	52.337163856000075	100	
niais	GPE	"addressed to me; they always sound to me so niais."""	23	Nyays, Khanty-Mansiyskiy Avtonomnyy Okrug, RUS	POI	Stream						Khanty-Mansiyskiy Avtonomnyy Okrug	Russia	RUS	60.816670000000045	62.39778000000007	100	
the Agra Bank	GPE	as himself, the sinking of his little all in the Agra Bank, with resignation and fortitude truly Christian; but what	90	Agro Bank, Jalan 1A/1, Bandar Baru Sungai Buloh, Sungai Buloh, Petaling, 47000, Selangor, MYS	POI	Bank	Jalan 1A/1	1A/1		Sungai Buloh	Petaling	Selangor	Malaysia	MYS	101.56476000000004	3.2103800000000433	87.46	
Queens	GPE	scarlet pyramids of strawberries, great bag-shaped British Queens, and little racy, queer-tasted hautbois.	98	Queens, NY, USA	Locality	City				Queens	Queens County	New York	United States	USA	-73.82998999999995	40.714000000000055	100	
Rouen ducks	GPE	, and with cinnamon stockings down to their heels; Rouen ducks, and scraggy-necked turkeys. She is doing	158	Rue des Docks, 76100, Rouen, Seine-Maritime, Normandie, FRA	StreetName		Rue des Docks	Docks		Rouen	Seine-Maritime	Normandie	France	FRA	1.085035218679833	49.43715925758645	86.28	
Cochin	GPE	in a shower on to the broad backs of the Cochin householders. Fiercely the war of chickens—the pushing	168	Cochin, Ernakulam, Kerala, IND	Locality	City				Kochi	Ernakulam	Kerala	India	IND	76.26141000000007	9.936010000000067	100	
