Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
Charlotte	GPE	relieve it, I posted off myself to the Queen Charlotte's Royal Married Females, which you had forgot,	117	Charlotte, NC, USA	Locality	City				Charlotte	Mecklenburg County	North Carolina	United States	USA	-80.83795999999995	35.222860000000026	100	
Tox	GPE	`Like the dear good Tox, you are!´ said Louisa.	118	Tox, Navia, Asturias, Principado de Asturias, ESP	Locality	District				Navia	Asturias	Principado de Asturias	España	ESP	-6.636549999999943	43.554950000000076	100	
Toodle	GPE	`Thereabouts, I suppose, Sir,´ answered Toodle, after more reflection.	164	Toodler, Esch-sur-Sûre, LUX	Locality	Neighborhood				Esch-sur-Sûre	Wiltz	Diekirch	Letzebuerg	LUX	5.993474589000073	49.91061110000004	85.71	
Toodle	GPE	quantity of oranges and halfpence thrust indiscriminately on each young Toodle, checked the first violence of their regret, and	201	Toodler, Esch-sur-Sûre, LUX	Locality	Neighborhood				Esch-sur-Sûre	Wiltz	Diekirch	Letzebuerg	LUX	5.993474589000073	49.91061110000004	85.71	
Holland	GPE	dreadful murders. Every chandelier or lustre, muffled in Holland, looked like a monstrous tear depending from the ceiling	204	Holland	Locality	Country							Nederland	NLD	5.616126398000063	52.24937529300007	100	
morocco	GPE	that the smell of hot-pressed paper, vellum morocco, and Russia leather, contended in it with the	205	Morocco	Locality	Country							Kingdom of Morocco	MAR	-4.999999999999943	32.00000000000006	100	
Russia	GPE	of hot-pressed paper, vellum morocco, and Russia leather, contended in it with the smell of divers	205	Russia	Locality	Country							Russia	RUS	96.80537153400007	61.989526183000066	100	
Miss.	GPE	child before. `Hope I see you well, Miss.´	207	Mississippi, USA	Locality	State or Province						Mississippi	United States	USA	-89.65717580799998	32.72397779900007	100	
Miss.	GPE	what a sad question! I done? Nothing, Miss.´	212	Mississippi, USA	Locality	State or Province						Mississippi	United States	USA	-89.65717580799998	32.72397779900007	100	
Florence	GPE	; meaning, not Miss Nipper, but the little Florence.	249	Florence, ITA	Locality	City				Florence	Florence	Toscane	Italie	ITA	11.255010000000027	43.78237000000007	100	
the City of London	GPE	offices of Dombey and Son were within the liberties of the City of London, and within hearing of Bow Bells, when their	306	The City, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.09183999999993375	51.51279000000005	99.98	
England	GPE	remote from the lodgers, where, when gentlemen of England who lived below at ease had little or no idea	310	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
the City for	GPE	chronometer. The usual daily clearance has been making in the City for an hour or more; and the human tide is	311	The Forest City, IL, USA	Locality	City				Rockford	Winnebago County	Illinois	United States	USA	-89.09399999999994	42.27113000000003	91.4	
Madeira	GPE	he applied himself to a second glass of the old Madeira, with increased relish. `As to the Sea	371	Madeira, São Roque, Funchal, Madeira, PRT	POI	Island				Funchal	Funchal	Madeira	Portugal	PRT	-16.921829999999943	32.65871000000004	100	
Cornwall	GPE	Second drove ashore, uncle, on the coast of Cornwall, in a dismal gale, two hours before daybreak	380	Cornwall, ON, CAN	Locality	City				Cornwall	Stormont, Dundas and Glengarry United Counties	Ontario	Canada	CAN	-74.73068699999999	45.02095200000008	100	
Deptford	GPE	hundred and fifty tons, Captain, John Brown of Deptford. Owners, Wiggs and Co.,´ cried Walter	382	Deptford, Sunderland, Tyne & Wear, England, GBR	Locality	District				Sunderland	Tyne & Wear	England	United Kingdom	GBR	-1.396860907999951	54.914234684000064	100	
Madeira	GPE	Nothing short of the wonderful Madeira, combined with the occasion (which rendered it desirable	406	Madeira, São Roque, Funchal, Madeira, PRT	POI	Island				Funchal	Funchal	Madeira	Portugal	PRT	-16.921829999999943	32.65871000000004	100	
London	GPE	`”Turn again Whittington, Lord Mayor of London, and when you are old you will never depart	411	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Toodles	GPE	, suffering no contamination, from the blood of the Toodles, grew stouter and stronger every day. Every day	422	Toodler, Esch-sur-Sûre, LUX	Locality	Neighborhood				Esch-sur-Sûre	Wiltz	Diekirch	Letzebuerg	LUX	5.993474589000073	49.91061110000004	85.71	
Florence	GPE	to look towards the little beds, they thought of Florence.	447	Florence, ITA	Locality	City				Florence	Florence	Toscane	Italie	ITA	11.255010000000027	43.78237000000007	100	
Florence	GPE	he had; which was, to make much of Florence. For this gentleman, insensible to the superior claims	516	Florence, ITA	Locality	City				Florence	Florence	Toscane	Italie	ITA	11.255010000000027	43.78237000000007	100	
Florence	GPE	, Miss Tox, Mrs. Chick, Richards, and Florence. In a little carriage following it, Susan Nipper	522	Florence, ITA	Locality	City				Florence	Florence	Toscane	Italie	ITA	11.255010000000027	43.78237000000007	100	
grampus	GPE	forget her — went about the building coughing like a grampus.	531	Grampus, South Australia, AUS	Locality	City				Grampus		South Australia	Australia	AUS	139.39726000000007	-32.72504999999995	100	
Tox	GPE	, quite contrairy,'returned Susan, `and them tow inspectors Tox and Chick, not intending to be on duty to	575	Tox, Navia, Asturias, Principado de Asturias, ESP	Locality	District				Navia	Asturias	Principado de Asturias	España	ESP	-6.636549999999943	43.554950000000076	100	
London	GPE	Town; a designation which the Strangers´ Map of London, as printed (with a view to pleasant and	582	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Camden	GPE	, condenses, with some show of reason, into Camden Town. Hither the two nurses bent their steps,	582	Camden, NJ, USA	Locality	City				Camden	Camden County	New Jersey	United States	USA	-75.11912999999998	39.945250000000044	100	
dustheaps	GPE	, and cow-houses, and dunghills, and dustheaps, and ditches, and gardens, and summer-	585															nothing found
Toodle	GPE	place in the confusion. Even then, the smallest Toodle but one remained in her lap, holding on tight	593	Toodler, Esch-sur-Sûre, LUX	Locality	Neighborhood				Esch-sur-Sûre	Wiltz	Diekirch	Letzebuerg	LUX	5.993474589000073	49.91061110000004	85.71	
Toodle	GPE	with both arms round her neck; while the smallest Toodle but two mounted on the back of the chair,	593	Toodler, Esch-sur-Sûre, LUX	Locality	Neighborhood				Esch-sur-Sûre	Wiltz	Diekirch	Letzebuerg	LUX	5.993474589000073	49.91061110000004	85.71	
Toodles	GPE	But first the young Toodles, victims of a pious fraud, were deluded into	618	Toodler, Esch-sur-Sûre, LUX	Locality	Neighborhood				Esch-sur-Sûre	Wiltz	Diekirch	Letzebuerg	LUX	5.993474589000073	49.91061110000004	85.71	
Florence	GPE	, unusual to a child, but almost natural to Florence now, of being quiet, and repressing what she	650	Florence, ITA	Locality	City				Florence	Florence	Toscane	Italie	ITA	11.255010000000027	43.78237000000007	100	
Florence	GPE	of passionate grief, and thrilled to the heart of Florence, whom it frightened more than ever. It had	663	Florence, ITA	Locality	City				Florence	Florence	Toscane	Italie	ITA	11.255010000000027	43.78237000000007	100	
