Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
Whinborough	GPE	of town and civilisation suggested by the smoke wreaths of Whinborough on the southern horizon, was lined with masses of	0	Whigsborough, Birr, Offaly, IRL	Locality	Village				Birr		Offaly	Ireland	IRL	-7.882259999999974	53.16226000000006	85.67	
dale	GPE	the stream makes half way from the head of the dale, the hills grow steeper, the breadth between them	1	Dale, IN, USA	Locality	City				Dale	Spencer County	Indiana	United States	USA	-86.98998999999998	38.16880000000003	100	
Shanmoor	GPE	before very long behind the hills dividing Long Whindale from Shanmoor, was still lingering on this May afternoon we are	2	The Shadmoor, 1066 2nd Ave, New York, NY, 10022, USA	POI	Restaurant	1066 2nd Ave	2nd	1066	New York	New York County	New York	United States	USA	-73.96550599999995	40.758650000000046	85.07	
Westmoreland	GPE	or the tools which make the small capital of a Westmoreland farmer. The windows in them were new, the	3	Westmoreland, Cornwall, JAM	Locality	City				Westmoreland		Cornwall	Jamaica	JAM	-78.12678999999997	18.22440000000006	100	
the Shanmoor hills	GPE	while, as the sun sank lower and lower towards the Shanmoor hills, the hidden artist had it all his, or	4	The Shadmoor, 1066 2nd Ave, New York, NY, 10022, USA	POI	Restaurant	1066 2nd Ave	2nd	1066	New York	New York County	New York	United States	USA	-73.96550599999995	40.758650000000046	74.9	
æsthetic	GPE	, and another maiden, a slim creature garbed in æsthetic blue, a mass of reddish brown hair flying back	4	Aesthetic, Birmingham Road, Wylde Green, Sutton Coldfield, West Midlands, England, B72 1, GBR	POI	Fitness Center	Birmingham Road	Birmingham		Sutton Coldfield	West Midlands	England	United Kingdom	GBR	-1.826629999999966	52.53729000000004	100	
Tysons	GPE	to see that youth who hurt his back at the Tysons—at least I heard her talking to mamma about	22	Tysons, 12 Speke Road, Garston, Liverpool, Merseyside, England, L19 2, GBR	POI	Auto Maintenance	12 Speke Road	Speke	12	Liverpool	Merseyside	England	United Kingdom	GBR	-2.8960899999999583	53.35329000000007	100	
Westmoreland	GPE	while the complexion had caught the freshness and purity of Westmoreland air and Westmoreland streams. About face and figure there	29	Westmoreland, Cornwall, JAM	Locality	City				Westmoreland		Cornwall	Jamaica	JAM	-78.12678999999997	18.22440000000006	100	
Westmoreland	GPE	had caught the freshness and purity of Westmoreland air and Westmoreland streams. About face and figure there was a delicate	29	Westmoreland, Cornwall, JAM	Locality	City				Westmoreland		Cornwall	Jamaica	JAM	-78.12678999999997	18.22440000000006	100	
Greece	GPE	were prints of Winchester and Worcester Cathedrals, photographs of Greece, and two old-fashioned engravings of Dante and	45	Greece	Locality	Country							Greece	GRC	22.000000000000057	39.00000000000006	100	
Leyburn	GPE	those memories—clearly all these elements entered into the Leyburn tradition.	45	Leyburn, Richmondshire, North Yorkshire, England, GBR	Locality	City				Richmondshire	North Yorkshire	England	United Kingdom	GBR	-1.827681628999926	54.30919433400004	100	
Röschen	GPE	'What, another, Röschen?' she had said, with the slightest lifting	49	Röschen, Ravensburg, Baden-Württemberg, DEU	Locality	City				Ravensburg	Tübingen	Baden-Württemberg	Deutschland	DEU	9.647100000000023	47.91444000000007	100	
Röschen	GPE	What did you do with yourself all the afternoon, Röschen?'	79	Röschen, Ravensburg, Baden-Württemberg, DEU	Locality	City				Ravensburg	Tübingen	Baden-Württemberg	Deutschland	DEU	9.647100000000023	47.91444000000007	100	
Whinborough	GPE	large couvre-pied over her knees, and the Whinborough newspaper on her lap. The neighbourhood of this last	93	Whigsborough, Birr, Offaly, IRL	Locality	Village				Birr		Offaly	Ireland	IRL	-7.882259999999974	53.16226000000006	85.67	
Whinborough	GPE	expecting Mrs. Seaton, the wife of the Rector of Whinborough—odious woman—to tea? Was it not	94	Whigsborough, Birr, Offaly, IRL	Locality	Village				Birr		Offaly	Ireland	IRL	-7.882259999999974	53.16226000000006	85.67	
Whinborough	GPE	Mrs. Thornburgh had gone prowling about the neighbouring town of Whinborough till the shop window of a certain newly-arrived	95	Whigsborough, Birr, Offaly, IRL	Locality	Village				Birr		Offaly	Ireland	IRL	-7.882259999999974	53.16226000000006	85.67	
dale	GPE	were one or two old men still lingering in the dale who could have told him a great deal about them	96	Dale, IN, USA	Locality	City				Dale	Spencer County	Indiana	United States	USA	-86.98998999999998	38.16880000000003	100	
Whinborough	GPE	occasion of local festivity, or driving his sheep to Whinborough market with his own hands like any other peasant of	96	Whigsborough, Birr, Offaly, IRL	Locality	Village				Birr		Offaly	Ireland	IRL	-7.882259999999974	53.16226000000006	85.67	
dale	GPE	with his own hands like any other peasant of the dale.	96	Dale, IN, USA	Locality	City				Dale	Spencer County	Indiana	United States	USA	-86.98998999999998	38.16880000000003	100	
Westmoreland	GPE	few remaining survivors of this primitive clerical order in the Westmoreland and Cumberland valleys have dropped into their quiet unremembered graves	97	Westmoreland, Cornwall, JAM	Locality	City				Westmoreland		Cornwall	Jamaica	JAM	-78.12678999999997	18.22440000000006	100	
Cumberland	GPE	survivors of this primitive clerical order in the Westmoreland and Cumberland valleys have dropped into their quiet unremembered graves, and	97	Cumberland, NS, CAN	Locality	City				Cumberland	Cumberland County	Nova Scotia	Canada	CAN	-64.09480582899994	45.65483644300008	100	
Long Whindale	GPE	, whose successful efforts to improve the church accommodation in Long Whindale had moved such deep and lasting astonishment in the mind	99	Whindale, Mashonaland West, ZWE	POI	Farm						Mashonaland West	Zimbabwe	ZWE	30.233330000000024	-16.949999999999932	80	
niver	GPE	, and he niver went, and Mr. Backhouse he niver found oot till he'd got past t' bridge	103	Niver, 311 00, Lefkada, GRC	POI	Hotel					Lefkada	Lefkada	Ellada	GRC	20.684700000000078	38.82501000000008	100	
weel	GPE	to mek up, an' than, aa, weel, aa went to a frind, an' ee	110	Weel, East Riding of Yorkshire, England, GBR	Locality	Village				Weel	East Riding of Yorkshire	England	United Kingdom	GBR	-0.38398888099993655	53.84063951500008	100	
sweer	GPE	say ee dud—but ee may, I ween't sweer. Hawsomiver, aa niver thowt naw mair aboot it	110	Sweer, Tehri Sub-District, Tehri Garhwal, Uttarakhand, IND	Locality	Village				Tehri Sub-District	Tehri Garhwal	Uttarakhand	India	IND	78.34699000000006	30.303420000000074	100	
aa niver	GPE	but ee may, I ween't sweer. Hawsomiver, aa niver thowt naw mair aboot it, nor mair did John	110	Aniver, ulitsa Olega Koshevogo, Vladivostok, Primorskiy kray, 690021, RUS	POI	Civic Center	ulitsa Olega Koshevogo	Olega Koshevogo		Vladivostok	Vladivostok	Primorskiy kray	Rossiya	RUS	131.90870000000007	43.093290000000025	84.71	
Yur	GPE	to his seat and gathering up the reins. 'Yur a boald 'un to tell the missus theer to	112	Yur, Yarskiy rayon, Udmurtskaya Respublika, RUS	Locality	District					Yarskiy rayon	Udmurtskaya Respublika	Rossiya	RUS	51.88763000000006	58.14032000000003	100	
Whinborough	GPE	to be that she wished him to go back to Whinborough for her precious parcel.	113	Whigsborough, Birr, Offaly, IRL	Locality	Village				Birr		Offaly	Ireland	IRL	-7.882259999999974	53.16226000000006	85.67	
hayrick	GPE	a hed as full o' yale as a hayrick's full of mice,' he raised his whip	114	Hamrick, NC, USA	Locality	Village				Hamrick	Yancey County	North Carolina	United States	USA	-82.19794999999993	35.811510000000055	85.71	
Burwood	GPE	by a sudden perception of the roof and chimneys of Burwood, the Leyburns' house, peeping above the trees	125	Burwood, Sydney, New South Wales, AUS	Locality	District				Sydney		New South Wales	Australia	AUS	151.10548000000006	-33.87768999999997	100	
Providence	GPE	the times, in spite of the station to which Providence had assigned her.	132	Providence, RI, USA	Locality	City				Providence	Providence County	Rhode Island	United States	USA	-71.41197999999997	41.82388000000003	100	
Oxford	GPE	he said to himself, in the cultivated monotony of Oxford or London. She was like a bit of a	146	Oxford, Oxfordshire, England, GBR	Locality	City				Oxford	Oxfordshire	England	United Kingdom	GBR	-1.257628795999949	51.751982637000026	100	
London	GPE	to himself, in the cultivated monotony of Oxford or London. She was like a bit of a bygone world	146	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
England	GPE	one of the loveliest valleys and the purest airs in England.'	154	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Westmoreland	GPE	, you know they belong here. They're real Westmoreland people.'	155	Westmoreland, Cornwall, JAM	Locality	City				Westmoreland		Cornwall	Jamaica	JAM	-78.12678999999997	18.22440000000006	100	
Cumberland	GPE	, as it was the ruin of most of the Cumberland statesmen. 'The people about here,' said	160	Cumberland, NS, CAN	Locality	City				Cumberland	Cumberland County	Nova Scotia	Canada	CAN	-64.09480582899994	45.65483644300008	100	
