Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
London	GPE	, and dealing with the late deplorable action of the London water companies—and again I experienced that premonition of	39	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	form on this side of town the outer fringe of London's loathly suburbs, our way lay through green lanes	64	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Virginia	GPE	overhung by the perilous charm of the white balcony, Virginia-creepers and climbing roses grew in a thorny maze	69	Virginia, USA	Locality	State or Province						Virginia	United States	USA	-78.69794871299996	37.51282050400005	100	
Italy	GPE	Chloe cried. “But I thought you were in Italy!”	192	Italy	Locality	Country							Italian Republic	ITA	12.833330000000046	42.833330000000046	100	
Italy	GPE	you, only I thought you were in that horrid Italy, and I've been too busy to write.	197	Italy	Locality	Country							Italian Republic	ITA	12.833330000000046	42.833330000000046	100	
Italy	GPE	. “I wish I wasn't going back to Italy to-morrow. I should like to lend a	199	Italy	Locality	Country							Italian Republic	ITA	12.833330000000046	42.833330000000046	100	
Florence	GPE	help you, but I've three pupils waiting in Florence with their mouths wide open, and a mere temporary	205	Florence, ITA	Locality	City				Florence	Florence	Toscane	Italie	ITA	11.255010000000027	43.78237000000007	100	
Dresden	GPE	it smash. I do hope it's not the Dresden vases.”	232	Dresden, Sachsen, DEU	Locality	City				Dresden	Dresden	Sachsen	Deutschland	DEU	13.740810000000067	51.053630000000055	100	
Italy	GPE	too, dark green, that Yolande had brought from Italy, and, by us, here, totally irreplaceable	234	Italy	Locality	Country							Italian Republic	ITA	12.833330000000046	42.833330000000046	100	
London	GPE	type-writer in the parlor. Chloe went to London to ransack the registry-offices, so that there	279	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Cranford	GPE	Then I cleaned some windows. I knew, from Cranford, that this was done with newspapers. The middles	279	Cranford, NJ, USA	Locality	City				Cranford	Union County	New Jersey	United States	USA	-74.30629999999996	40.65601000000004	100	
Canterbury	GPE	and white and yellow. Thousands of pink roses. Canterbury-bells, red daisy-flowers, lupins,	292	Canterbury, Kent, England, GBR	Locality	City				Canterbury	Kent	England	United Kingdom	GBR	1.078912732000049	51.279680506000034	100	
Trouville	GPE	sort of coquettish smartness, as of a Parisienne at Trouville. She held out her hand with a dramatic gesture	340	Trouville, Calvados, Normandie, FRA	Locality	City				Trouville	Calvados	Normandie	France	FRA	0.08041000000002896	49.36570000000006	100	
London	GPE	look after it. How often have you been to London since my birthday? Once—and that was the	382	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
