Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
Ganford	GPE	which percolate through the rural tranquillities of middle England from Ganford in Oxfordshire to Rumbold Junction in Kent. She was	0	Gainford, Durham, England, GBR	Locality	Village				Gainford	Durham	England	United Kingdom	GBR	-1.7385761549999756	54.54643540200004	87.5	
Oxfordshire	GPE	through the rural tranquillities of middle England from Ganford in Oxfordshire to Rumbold Junction in Kent. She was going to	0	Oxfordshire, England, GBR	Locality	Zone						England	United Kingdom	GBR	-1.3223299999999654	51.76577000000003	100	
Kent	GPE	middle England from Ganford in Oxfordshire to Rumbold Junction in Kent. She was going to join her family at Buryhamstreet	0	Kent, England, GBR	Locality	Zone						England	United Kingdom	GBR	0.7239300000000526	51.23667000000006	100	
Gloucestershire	GPE	join her family at Buryhamstreet after a visit to some Gloucestershire friends. Her father, Mr. Pope, once a	0	Gloucestershire, England, GBR	Locality	Zone						England	United Kingdom	GBR	-2.1831099999999424	51.77959000000004	100	
Buryhamstreet	GPE	it. Fourpence remained,—and there would be a porter at Buryhamstreet!	2															nothing found
Buryhamstreet	GPE	to avoid financial discussion during her first few days at Buryhamstreet.	3															nothing found
morocco	GPE	expensive-looking and meretricious dressing-bag of imitation morocco, which had been one of her chief financial errors	4	Morocco	Locality	Country							Kingdom of Morocco	MAR	-4.999999999999943	32.00000000000006	100	
Oxbridge	GPE	which had been one of her chief financial errors at Oxbridge. The collection was eloquent indeed of incompatible standards....	4	Oxbridge, Durham, England, GBR	Locality	District				Oxbridge	Durham	England	United Kingdom	GBR	-1.3365803899999378	54.56169867700004	100	
Borneo	GPE	Parliament, or the wife of a barbaric chief in Borneo, or a great explorer, or the wife of	15	Borneo, IDN	POI	Island							Indonesia	IDN	114.00000000000011	1.0000000000000568	100	
Saint Teresa	GPE	a great social leader, or George Sand, or Saint Teresa, had had possession of her imagination for a few	15	Santa Teresa, Constitución, Santa Fe, ARG	Locality	City				Santa Teresa	Constitución	Santa Fe	Argentina	ARG	-60.78885999999994	-33.44131999999996	100	
Carmels	GPE	You see, the Carmels, with whom she had just been staying, were	19	Carmels, Main Street, Borrisokane, Nenagh, Tipperary, IRL	POI	Clothing Store	Main Street	Main		Nenagh		Tipperary	Ireland	IRL	-8.127019999999959	52.99756000000008	100	
Sydney	GPE	, her younger brother, and the dog Toupee. Sydney and Rom hadn't come. Daffy was not copper	21	Sydney, New South Wales, AUS	Locality	City				Sydney		New South Wales	Australia	AUS	151.2069100000001	-33.869599999999934	100	
England	GPE	decided that the proper name for a family dog in England is Towser, and did his utmost to suppress a	23	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Towser	GPE	the proper name for a family dog in England is Towser, and did his utmost to suppress a sobriquet that	23	Tower, MI, USA	Locality	City				Tower	Cheboygan County	Michigan	United States	USA	-84.29994999999997	45.355260000000044	83.33	
Sydney	GPE	In confirmation of which statement, Sydney and Rom, the two sisters next in succession to	54	Sydney, New South Wales, AUS	Locality	City				Sydney		New South Wales	Australia	AUS	151.2069100000001	-33.869599999999934	100	
Rom	GPE	In confirmation of which statement, Sydney and Rom, the two sisters next in succession to Marjorie,	54	Rom, ITA	Locality	City				Rom	Rom	Latium	Italien	ITA	12.495650000000069	41.90322000000003	100	
Sydney	GPE	incivility opening the way for the donkey-carriage. Sydney was Sydney, and Rom was just short for Romola	54	Sydney, New South Wales, AUS	Locality	City				Sydney		New South Wales	Australia	AUS	151.2069100000001	-33.869599999999934	100	
Sydney	GPE	the way for the donkey-carriage. Sydney was Sydney, and Rom was just short for Romola—one	54	Sydney, New South Wales, AUS	Locality	City				Sydney		New South Wales	Australia	AUS	151.2069100000001	-33.869599999999934	100	
Potsdam	GPE	It was like calling a row of boy-scouts Potsdam grenadiers. The trees were at irregular distances, of	57	Potsdam, Brandenburg, DEU	Locality	City				Potsdam	Potsdam	Brandenburg	Deutschland	DEU	13.047820000000058	52.39969000000008	100	
London	GPE	house itself was long and low, as if a London house holidaying in the country had flung itself asprawl;	58	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Sydney	GPE	chief points of all this at a breakneck pace by Sydney and Rom, and when Sydney was called away to	59	Sydney, New South Wales, AUS	Locality	City				Sydney		New South Wales	Australia	AUS	151.2069100000001	-33.869599999999934	100	
Sydney	GPE	a breakneck pace by Sydney and Rom, and when Sydney was called away to the horrors of practice—for	59	Sydney, New South Wales, AUS	Locality	City				Sydney		New South Wales	Australia	AUS	151.2069100000001	-33.869599999999934	100	
Sydney	GPE	was called away to the horrors of practice—for Sydney in spite of considerable reluctance was destined by her father	59	Sydney, New South Wales, AUS	Locality	City				Sydney		New South Wales	Australia	AUS	151.2069100000001	-33.869599999999934	100	
London	GPE	of the vanished family were so absolutely dissimilar to the London standards as to arouse a sort of astonished wonder in	66	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Oxbridge	GPE	do things in arranging her rooms at Bennett College, Oxbridge, where also she was in great demand among the	66	Oxbridge, Durham, England, GBR	Locality	District				Oxbridge	Durham	England	United Kingdom	GBR	-1.3365803899999378	54.56169867700004	100	
Sydney	GPE	moral element in all this, for in the room Sydney shared with Rom there was a decorative piece of lettering	67	Sydney, New South Wales, AUS	Locality	City				Sydney		New South Wales	Australia	AUS	151.2069100000001	-33.869599999999934	100	
Switzerland	GPE	. It had, however, evidences of travel in Switzerland and the Mediterranean. There was a piano in black	70	Switzerland	Locality	Country							Switzerland	CHE	8.245024096000066	46.79981744200006	100	
Jerusalem	GPE	nothing. There was a framed chromo-lithograph of Jerusalem hot in the sunset, and another of Jerusalem cold	70	Jerusalem, ISR	Locality	City					Jerusalem	Jerusalem	Israel	ISR	35.21873000000005	31.780030000000068	100	
Jerusalem	GPE	of Jerusalem hot in the sunset, and another of Jerusalem cold under a sub-tropical moon, and there	70	Jerusalem, ISR	Locality	City					Jerusalem	Jerusalem	Israel	ISR	35.21873000000005	31.780030000000068	100	
Jericho	GPE	tropical moon, and there were gourds, roses of Jericho, sandalwood rosaries and kindred trash from the Holy Land	70	Jericho, West Bank	Locality	City				Jericho		West Bank			35.461730000000045	31.856210000000033	100	
Sydney	GPE	young ladies upon their behaviour and deportment that Rom and Sydney found particularly entertaining. Marjorie discovered that Sydney had picked	70	Sydney, New South Wales, AUS	Locality	City				Sydney		New South Wales	Australia	AUS	151.2069100000001	-33.869599999999934	100	
