Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
Etheldred	GPE	'Will you—' began to burst from Etheldred's lips again, but was stifled by Miss Winter	6	Ethelred, Mount, ATA	POI	Mountain							Antarctica	ATA	-69.53801999999996	-70.11346999999995	70	
Saturnalia	GPE	'Saturnalia, as papa calls Saturday,' replied Flora.	47	Saturnaliya, Ul'yanovskiy prospekt, 1, Ul'yanovsk, Ul'yanovskaya oblast', 432059, RUS	POI	Clothing Store	Ul'yanovskiy prospekt, 1	Ul'yanovskiy	1	Ul'yanovsk	Ul'yanovsk	Ul'yanovskaya oblast'	Rossiya	RUS	48.58744000000007	54.36916000000008	92.18	
England	GPE	up many good scholars; among them, one of England's princely merchants, Nicholas Randall, whose effigy knelt	90	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Derbyshire	GPE	open Bible before him, and a twisted pillar of Derbyshire spar on each side. He was the founder of	90	Derbyshire, England, GBR	Locality	Zone						England	United Kingdom	GBR	-1.6112499999999272	53.13543000000004	100	
Stoneborough	GPE	scholarships at Oxford, the object of ambition of the Stoneborough boys, every eighteen months.	90	Stanborough, Welwyn Hatfield, Hertfordshire, England, GBR	Locality	Village				Welwyn Hatfield	Hertfordshire	England	United Kingdom	GBR	-0.22895169899993562	51.78728599900006	85.67	
London	GPE	, and might soon have made a large fortune in London, had he not held fast to his home attachments	93	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	explaining that his brother had come two days ago from London, to bring him to school here; he had	95	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Scotland	GPE	and mother were dead, and their relations lived in Scotland, and were hardly known to them.	95	Scotland, GBR	Locality	State or Province						Scotland	United Kingdom	GBR	-4.181296541999927	56.84002490600005	100	
Trafalgar	GPE	last week. My father was in the battle of Trafalgar; and Alan has been three years in the West	99	Trafalgar, Victoria, AUS	Locality	City				Trafalgar		Victoria	Australia	AUS	146.1542700000001	-38.21749999999997	100	
the West Indies	GPE	of Trafalgar; and Alan has been three years in the West Indies, and then he was in the Mediterranean, and	99	West Indies	Locality	Zone									-71.21666999999997	19.383330000000058	99.95	
Market Stoneborough	GPE	place would ever seem to him to like home as Market Stoneborough. He was quite like one of themselves, and	105	Premier, Stoborough, Wareham, Dorset, England, BH20 5, GBR	POI	Convenience Store				Wareham	Dorset	England	United Kingdom	GBR	-2.109899999999925	50.678030000000035	94.27	
Ballhatchet	GPE	and Hector, on the merits of the cakes at Ballhatchet's gate, and old Nelly's pies, which	150	Hatchet, 30 Bridge St, Richmond, VT, 05477, USA	POI	American Food	30 Bridge St	Bridge	30	Richmond	Chittenden County	Vermont	United States	USA	-72.99357099999997	44.40495800000008	73.27	
Rome	GPE	in stupid books. I want him to say— Rome—my country—the eagles—must win,	227	Rome, ITA	Locality	City				Rome	Rome	Latium	Italie	ITA	12.495650000000069	41.90322000000003	100	
Stoneborough	GPE	get one of the open scholarships, and leave the Stoneborough ones for those who can do no better.'	246	Stanborough, Welwyn Hatfield, Hertfordshire, England, GBR	Locality	Village				Welwyn Hatfield	Hertfordshire	England	United Kingdom	GBR	-0.22895169899993562	51.78728599900006	85.67	
Etheldred	GPE	He would scarcely have thus spoken to any one but Etheldred, to whom, as well as to himself,	247	Ethelred, Mount, ATA	POI	Mountain							Antarctica	ATA	-69.53801999999996	-70.11346999999995	70	
Stoneborough	GPE	no visible means of improvement. The parish Church was Stoneborough, and there the living was very poor, the	270	Stanborough, Welwyn Hatfield, Hertfordshire, England, GBR	Locality	Village				Welwyn Hatfield	Hertfordshire	England	United Kingdom	GBR	-0.22895169899993562	51.78728599900006	85.67	
Etheldred	GPE	Miss Winter looked at Etheldred reprovingly, and she shrank into herself, drew apart	278	Ethelred, Mount, ATA	POI	Mountain							Antarctica	ATA	-69.53801999999996	-70.11346999999995	70	
Etheldred	GPE	head of the stairs, and lean his head against Etheldred.	432	Ethelred, Mount, ATA	POI	Mountain							Antarctica	ATA	-69.53801999999996	-70.11346999999995	70	
New Zealand	GPE	his wife's sister, Mrs. Arnott, was in New Zealand; her brother had long been dead, and his	439	New Zealand	Locality	Country							New Zealand	NZL	172.34343250000006	-42.28723356399996	100	
Edinburgh	GPE	been dead, and his widow, who lived in Edinburgh, was scarcely known to the May family. Of	439	Edinburgh, City of Edinburgh, Scotland, GBR	Locality	City				Edinburgh	City of Edinburgh	Scotland	United Kingdom	GBR	-3.1891070809999746	55.95333947800003	100	
Stoneborough	GPE	day the baby was to be baptized. The usual Stoneborough fashion was to collect all the Christenings for the month	440	Stanborough, Welwyn Hatfield, Hertfordshire, England, GBR	Locality	Village				Welwyn Hatfield	Hertfordshire	England	United Kingdom	GBR	-0.22895169899993562	51.78728599900006	85.67	
