Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
Piccadilly	GPE	Piccadilly, 2d February 1865	0	Piccadilly, Rotherham, South Yorkshire, England, GBR	Locality	District				Rotherham	South Yorkshire	England	United Kingdom	GBR	-1.3196892569999363	53.478642713000056	100	
Green Park	GPE	out the noise, together with an extensive view of Green Park, and a sailor without legs perpetually drawing ships upon	2	Green Park, West Rand, Gauteng, ZAF	Locality	District				Merafong City	West Rand	Gauteng	South Africa	ZAF	27.51365000000004	-26.494369999999947	100	
Pekin	GPE	""" of civilisation; that does all very well for Pekin, not for London. Shall I do the Gibbon"	4	Pekin, Beijing, CHN	Locality	City				Beijing	Beijing	Beijing	Kina	CHN	116.39723000000004	39.90750000000003	100	
London	GPE	that does all very well for Pekin, not for London. Shall I do the Gibbon business, and call	4	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Piccadilly	GPE	The Civilisation of the British Isles, as exhibited in Piccadilly, a Fragment of Contemporaneous Biography,' that would	14	Piccadilly, Rotherham, South Yorkshire, England, GBR	Locality	District				Rotherham	South Yorkshire	England	United Kingdom	GBR	-1.3196892569999363	53.478642713000056	100	
Grandon	GPE	"for a new inspiration, I heard the voice of Grandon close behind my chair. ""Well done, my"	17	Grandón, Laviana, Asturias, Principado de Asturias, ESP	Locality	District				Laviana	Asturias	Principado de Asturias	España	ESP	-5.558879999999931	43.21114000000006	100	
England	GPE	articles, and I have never heard of one in England with a palace, though there are a good many	21	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Grandon	GPE	"was the least embarrassed when we were shown in; Grandon and I both were slightly. ""What a comfort"	27	Grandón, Laviana, Asturias, Principado de Asturias, ESP	Locality	District				Laviana	Asturias	Principado de Asturias	España	ESP	-5.558879999999931	43.21114000000006	100	
the Caribbee Islands	GPE	"very trying to me, who have just arrived from the Caribbee Islands."""	28	Island, Avallon, Yonne, Bourgogne-Franche-Comté, FRA	Locality	City				Avallon	Yonne	Bourgogne-Franche-Comté	France	FRA	3.846390000000042	47.470560000000035	75.56	
the Caribbee Islands	GPE	"""I suppose you have accompanied his lordship from the Caribbee Islands,"" said I, turning to the swarthy individual"	29	Island, Avallon, Yonne, Bourgogne-Franche-Comté, FRA	Locality	City				Avallon	Yonne	Bourgogne-Franche-Comté	France	FRA	3.846390000000042	47.470560000000035	75.56	
Bombay	GPE	"said; ""he had arrived some months since from Bombay."""	30	Bombay, Mumbai, Maharashtra, IND	Locality	City				Mumbai	Mumbai	Maharashtra	India	IND	72.83484000000004	18.940180000000055	100	
England	GPE	"""Think of staying long in England?"" said Grandon."	31	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Juggonath	GPE	Hindoos. Before I was converted my other name was Juggonath; now I am John. I became acquainted with	34															nothing found
Bombay	GPE	became acquainted with a circle of dear Christian friends in Bombay, during my connection, as catechist, with the	34	Bombay, Mumbai, Maharashtra, IND	Locality	City				Mumbai	Mumbai	Maharashtra	India	IND	72.83484000000004	18.940180000000055	100	
Great Britain	GPE	"Church, and are likely to taint the Protestantism of Great Britain and part of Ireland."""	34	Great Britain	Locality	Country							United Kingdom	GBR	-1.9695595439999352	53.40838660500003	100	
Ireland	GPE	"to taint the Protestantism of Great Britain and part of Ireland."""	34	Ireland, IRL	Locality	Country							Ireland	IRL	-8.14600614699998	53.17587984600004	100	
England	GPE	fortune, and now is going into political life in England, which he could not have done in an unconverted	36	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Bombay	GPE	an unconverted condition. Who ever heard before of a Bombay man wanting to get into Parliament, and coming home	36	Bombay, Mumbai, Maharashtra, IND	Locality	City				Mumbai	Mumbai	Maharashtra	India	IND	72.83484000000004	18.940180000000055	100	
America	GPE	, only a petroleum aristocrat from the oil regions of America—another millionaire. He is a more wonderful instance	38	America	Locality	Country							United States	USA	-99.41461918999994	39.39870315600007	100	
Juggonath	GPE	I like the combination—to the great annoyance of Juggonath, who had got so near her for the same	39															nothing found
Juggonath	GPE	"said he, unconsciously making way for me, ""Juggonath is the name which my poor benighted countrymen——"	41															nothing found
Bombay	GPE	as little like the rest of the species as our Bombay friend was to wealthy Hindoos generally? What reason had	43	Bombay, Mumbai, Maharashtra, IND	Locality	City				Mumbai	Mumbai	Maharashtra	India	IND	72.83484000000004	18.940180000000055	100	
Bombay	GPE	him to join in many companies for the improvement of Bombay, and that his theological views are quite unexceptionable.	47	Bombay, Mumbai, Maharashtra, IND	Locality	City				Mumbai	Mumbai	Maharashtra	India	IND	72.83484000000004	18.940180000000055	100	
America	GPE	"which are sure to give one what is called in America ""a rough time."" The glancing is only"	55	America	Locality	Country							United States	USA	-99.41461918999994	39.39870315600007	100	
London	GPE	"""No; we have been very little in London, but we are going up this year. We"	64	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	"know the three reasons which take men into society in London,"" I said, after a pause."	65	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Manchester	GPE	country, so he is quite right to go to Manchester. I look upon cotton, backed by Exeter Hall	72	Manchester, Greater Manchester, England, GBR	Locality	City				Manchester	Greater Manchester	England	United Kingdom	GBR	-2.245275941999978	53.47895622000004	100	
Missouri	GPE	"""Well, sir, I'm a Missouri man,"" he replied. ""I was a"	83	Missouri, USA	Locality	State or Province						Missouri	United States	USA	-92.47774661699998	38.36798274600005	100	
England	GPE	, and asked him how long he had been in England, and whom he had seen.	86	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Grandon	GPE	I plunged into a conversation that was going on between Grandon and Dickiefield on the present state of our relations with	94	Grandón, Laviana, Asturias, Principado de Asturias, ESP	Locality	District				Laviana	Asturias	Principado de Asturias	España	ESP	-5.558879999999931	43.21114000000006	100	
Brazil	GPE	and Dickiefield on the present state of our relations with Brazil, and took no further notice of Mr Wog for	94	Brazil	Locality	Country							Brazil	BRA	-53.073466888999974	-10.769946428999958	100	
Grandon	GPE	the matter, we all, with the exception of Grandon and Lady Ursula, warmly congratulated him upon it afterwards	95	Grandón, Laviana, Asturias, Principado de Asturias, ESP	Locality	District				Laviana	Asturias	Principado de Asturias	España	ESP	-5.558879999999931	43.21114000000006	100	
the Caribbee Islands	GPE	meerschaum, which he tells you kept off fever in the Caribbee Islands, while the smoke loses itself in the depths of	95	Island, Avallon, Yonne, Bourgogne-Franche-Comté, FRA	Locality	City				Avallon	Yonne	Bourgogne-Franche-Comté	France	FRA	3.846390000000042	47.470560000000035	75.56	
Piccadilly	GPE	You must come and breakfast with me some morning in Piccadilly to meet my interesting friend Brother Chrysostom, my lord	96	Piccadilly, Rotherham, South Yorkshire, England, GBR	Locality	District				Rotherham	South Yorkshire	England	United Kingdom	GBR	-1.3196892569999363	53.478642713000056	100	
England	GPE	' are interpreted by the Privy Council, and 'England expects every clergyman to do his duty.' As	103	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Christendom	GPE	through both Houses of Parliament, all the convocations in Christendom cannot prevent the nation from accepting it as absolute	103	Christendom, Waterford, Kilkenny, IRL	Locality	Village				Waterford		Kilkenny	Ireland	IRL	-7.093738178999956	52.25854011900003	100	
Grandon	GPE	Whereupon we diverged into American politics; and I asked Grandon an hour later, as we went to bed,	109	Grandón, Laviana, Asturias, Principado de Asturias, ESP	Locality	District				Laviana	Asturias	Principado de Asturias	España	ESP	-5.558879999999931	43.21114000000006	100	
Grandon	GPE	the events narrated in the last chapter. Broadhem and Grandon had already vanished from the scene; so had Mr	124	Grandón, Laviana, Asturias, Principado de Asturias, ESP	Locality	District				Laviana	Asturias	Principado de Asturias	España	ESP	-5.558879999999931	43.21114000000006	100	
England	GPE	""" said John; ""I hope to find in England some Christian young person as a yoke-mate."	129	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
India	GPE	expects to see him some day Under-Secretary for India, and ultimately perhaps in the Cabinet. Moreover,	163	India	Locality	Country							India	IND	79.44332654800007	23.379379735000043	100	
Grandon	GPE	it as providential. Had it been Mr Chundango, Grandon would most probably have persevered. Now he is quite	181	Grandón, Laviana, Asturias, Principado de Asturias, ESP	Locality	District				Laviana	Asturias	Principado de Asturias	España	ESP	-5.558879999999931	43.21114000000006	100	
Australia	GPE	or olives. I remember some years ago, in Australia, running away with the wife of a charming fellow	185	Australia	Locality	Country							Australia	AUS	134.48403119800003	-25.70993156999998	100	
heterdox	GPE	, orthodox, and white; second, rich, heterdox, and white; third, rich, orthodox,	194															nothing found
Grandon	GPE	brain—Chundango, Ursula, Lady Broadhem, and Grandon; Lady Broadhem, Chundango, Grandon, and Ursula	196	Grandón, Laviana, Asturias, Principado de Asturias, ESP	Locality	District				Laviana	Asturias	Principado de Asturias	España	ESP	-5.558879999999931	43.21114000000006	100	
