Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
London	GPE	it is going to be on Thursday next, in London, the South Coast, and Channel!	4	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Manchuria	GPE	, very horrid. Father had to go out to Manchuria to telegraph news about the war to the tiresome paper	5	Manchuria, Curacautín, Malleco, Araucanía, CHL	Locality	Village				Curacautín	Malleco	Araucanía	Chile	CHL	-71.88555999999994	-38.436789999999974	100	
Madeira	GPE	And Mother, poor dear Mother, was away in Madeira, because she had been very ill. And The	5	Madeira, São Roque, Funchal, Madeira, PRT	POI	Island				Funchal	Funchal	Madeira	Portugal	PRT	-16.921829999999943	32.65871000000004	100	
China	GPE	was Father’s brother, and they had gone to China, which is much too far off for you to	5	China	Locality	Country							China	CHN	103.93002703300004	36.567348398000036	100	
England	GPE	Cyril had carelessly wished that there were Red Indians in England—and there had been. The word brought back	10	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Madeira	GPE	taken a lot of money, Mother’s going to Madeira to be made well.”	21	Madeira, São Roque, Funchal, Madeira, PRT	POI	Island				Funchal	Funchal	Madeira	Portugal	PRT	-16.921829999999943	32.65871000000004	100	
London	GPE	know there are heaps of things you can see in London without paying for them, and I thought we’d	23	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
St James’s Park	GPE	us some bits of bread and we’ll go to St James’s Park. There are ducks there, I know, we	25	St James's Park, The Mall, London, England, SW1A 1, GBR	POI	Park	The Mall	The Mall		London	London	England	United Kingdom	GBR	-0.14006999999998015	51.502080000000035	100	
Camden	GPE	were used to crossings, for they had lived in Camden Town and knew the Kentish Town Road where the trams	29	Camden, NJ, USA	Locality	City				Camden	Camden County	New Jersey	United States	USA	-75.11912999999998	39.945250000000044	100	
St James’s Park	GPE	They started to walk to St James’s Park, and all their pockets were stuffed with bits of	31	St James's Park, The Mall, London, England, SW1A 1, GBR	POI	Park	The Mall	The Mall		London	London	England	United Kingdom	GBR	-0.14006999999998015	51.502080000000035	100	
St James’s Park	GPE	Between Fitzroy Street and St James’s Park there are a great many streets, and, if	32	St James's Park, The Mall, London, England, SW1A 1, GBR	POI	Park	The Mall	The Mall		London	London	England	United Kingdom	GBR	-0.14006999999998015	51.502080000000035	100	
dog‐shop	GPE	the proper places for cats. And there was the dog‐shop, and that was not a happy thing to look	35	Dog Shop, 15 Baldwin St, East Longmeadow, MA, 01028, USA	POI	Pet Store	15 Baldwin St	Baldwin	15	East Longmeadow	Hampden County	Massachusetts	United States	USA	-72.51718699999998	42.06405700000005	100	
London	GPE	comes from. And the only one ever seen in London. Ought to be in the Zoo. Two pun	78	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Psammead‐wish	GPE	of one of their wishes, and therefore was a Psammead‐wish, and as such could not be noticed by the	112															nothing found
Babylon	GPE	—though it’s not a bit like the old Babylon—and he sold me to the man you bought	141	Babylon, NY, USA	Locality	City				Babylon	Suffolk County	New York	United States	USA	-73.32600999999994	40.695730000000026	100	
Manchuria	GPE	, there isn’t any. Father’s gone to Manchuria, and Mother and The Lamb have gone to Madeira	142	Manchuria, Curacautín, Malleco, Araucanía, CHL	Locality	Village				Curacautín	Malleco	Araucanía	Chile	CHL	-71.88555999999994	-38.436789999999974	100	
china	GPE	in the window—concertinas, and silk handkerchiefs, china vases and tea‐cups, blue Japanese jars, pipes,	166	China	Locality	Country							China	CHN	103.93002703300004	36.567348398000036	100	
London	GPE	Through the open window came the hum and rattle of London, and in the street below they could hear the	305	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Kidderminster	GPE	They looked instead at the green radiance on the faded Kidderminster carpet at the edge of the circle. They all	312	Kidderminster, Wyre Forest, Worcestershire, England, GBR	Locality	City				Wyre Forest	Worcestershire	England	United Kingdom	GBR	-2.2492276909999305	52.38821231700007	100	
Egypt	GPE	I have been told that he took an army to Egypt, and that afterwards a lot of wise people went	334	Egypt	Locality	Country							Arab Republic of Egypt	EGY	29.870494860000065	26.512273493000066	100	
London	GPE	of day and the great soft, rustling sound of London, that is like some vast beast turning over in	348	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	The sun was shining very brightly, and even London looked pretty. Women were selling roses from big baskets‐full	367	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	was hotter than they could have imagined, even in London in August.	378	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Egypt	GPE	“Then this is Egypt,” said Robert, who had once taken a	381	Egypt	Locality	Country							Arab Republic of Egypt	EGY	29.870494860000065	26.512273493000066	100	
Camden	GPE	of ground about as big as their own garden in Camden Town.	430	Camden, NJ, USA	Locality	City				Camden	Camden County	New Jersey	United States	USA	-75.11912999999998	39.945250000000044	100	
London	GPE	The children from London, where nothing now surprises anyone, had never before	435	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
