Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
Tipton	GPE	of the world which might frankly include the parish of Tipton and her own rule of conduct there; she was	0	Tipton, Sandwell, West Midlands, England, GBR	Locality	City				Sandwell	West Midlands	England	United Kingdom	GBR	-2.039747079999927	52.54125493600003	100	
Lausanne	GPE	an English family and afterwards in a Swiss family at Lausanne, their bachelor uncle and guardian trying in this way	0	Lausanne, Waadt, CHE	Locality	City				Lausanne	Lausanne	Waadt	Schweiz	CHE	6.632220000000075	46.519600000000025	100	
blazonry	GPE	mind than the outside tissues which make a sort of blazonry or clock-face for it.	4															nothing found
Cambridge	GPE	. Now there was something singular. I was at Cambridge when Wordsworth was there, and I never met him	49	Cambridge, Cambridgeshire, England, GBR	Locality	City				Cambridge	Cambridgeshire	England	United Kingdom	GBR	0.11970858700004783	52.204875135000066	100	
Providence	GPE	might not have originated this estimate; but a kind Providence furnishes the limpest personality with a little gum or starch	95	Providence, RI, USA	Locality	City				Providence	Providence County	Rhode Island	United States	USA	-71.41197999999997	41.82388000000003	100	
London	GPE	house in town, and asked whether Miss Brooke disliked London. Away from her sister, Celia talked quite easily	111	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Greece	GPE	"""Look here—here is all about Greece. Rhamnus, the ruins of Rhamnus—you are"	119	Greece	Locality	Country							Greece	GRC	22.000000000000057	39.00000000000006	100	
Greece	GPE	"-peaked Parnassus.' All this volume is about Greece, you know,"" Mr. Brooke wound up,"	119	Greece	Locality	Country							Greece	GRC	22.000000000000057	39.00000000000006	100	
Tipton	GPE	to his Rectory at Lowick, only five miles from Tipton; and Dorothea, who had on her bonnet and	122	Tipton, Sandwell, West Midlands, England, GBR	Locality	City				Sandwell	West Midlands	England	United Kingdom	GBR	-2.039747079999927	52.54125493600003	100	
Tipton	GPE	persons then living—certainly none in the neighborhood of Tipton—would have had a sympathetic understanding for the dreams	123	Tipton, Sandwell, West Midlands, England, GBR	Locality	City				Sandwell	West Midlands	England	United Kingdom	GBR	-2.039747079999927	52.54125493600003	100	
