Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
studgroom	GPE	"deliver his opinions with characteristic weight and vivacity to the studgroom, ""he is uncommon particular about 'em; and"	0	Studioroom Phaya Thai Road, Thanon Phetchaburi, Ratchathewi, Bangkok 10400, THA	POI	Business Facility	Phaya Thai Road	Phaya Thai Road		Thanon Phetchaburi	Ratchathewi	Bangkok	Thailand	THA	100.53159000000005	13.751270000000034	82	
Russia	GPE	jacks, and moccasins, and moor boots, and Russia-leather crickets, and turf hacks, and Hythe	0	Russia	Locality	Country							Russia	RUS	96.80537153400007	61.989526183000066	100	
rocketer	GPE	every inch of him; see him bring down a rocketer, or lift his horse over the Broad Water!	0	Rocketeer Krung Thep Kritha Rd, Thap Chang, Saphan Sung, Bangkok 10240, THA	POI	Bakery	Krung Thep Kritha Rd	Krung Thep Kritha		Thap Chang	Saphan Sung	Bangkok	Thailand	THA	100.687167374573	13.740109583688763	90	
studgroom	GPE	With which peroration to his born-enemy the studgroom, with whom he waged a perpetual and most lively	1	Studioroom Phaya Thai Road, Thanon Phetchaburi, Ratchathewi, Bangkok 10400, THA	POI	Business Facility	Phaya Thai Road	Phaya Thai Road		Thanon Phetchaburi	Ratchathewi	Bangkok	Thailand	THA	100.53159000000005	13.751270000000034	82	
Piccadilly	GPE	up the back stairs of his master's lodgings in Piccadilly, opposite the Green Park, and with a rap	1	Piccadilly, Rotherham, South Yorkshire, England, GBR	Locality	District				Rotherham	South Yorkshire	England	United Kingdom	GBR	-1.3196892569999363	53.478642713000056	100	
Paris	GPE	flasks, and white gauntlets, being mixed up with Paris novels, pink notes, point-lace ties,	4	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
St. John's	GPE	Send that note there, and the bracelets, to St. John's Wood: and that white bouquet to Mrs. Delamaine.	17	St John's, Saint John, ATG	Locality	City				Saint John		Saint John	Antigua and Barbuda	ATG	-61.84328999999997	17.120960000000025	100	
Banbury	GPE	white bouquet to Mrs. Delamaine. Bid Willon get some Banbury bits—I prefer the revolving mouths—and some	17	Banbury, Cherwell, Oxfordshire, England, GBR	Locality	City				Cherwell	Oxfordshire	England	United Kingdom	GBR	-1.3335893909999754	52.06213739700007	100	
London	GPE	in your saddle through half a day, while a London mob goes mad round you, and lost dogs snap	19	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Ghoorkahs	GPE	"day in the batteries, or the sharpest rush into Ghoorkahs or Bhoteahs, would be light work compared!"""	19	Ghoorakhas, Palera, Tikamgarh, Madhya Pradesh, IND	Locality	Village				Palera	Tikamgarh	Madhya Pradesh	India	IND	79.14382000000006	24.97801000000004	82	
