Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
Barnet	GPE	the sooner she and her children were taken off to Barnet, where they were to live with her mother,	3	Barnet, Greater London, England, GBR	Locality	City				Barnet	Greater London	England	United Kingdom	GBR	-0.1999999999999318	51.650000000000034	100	
Frampton	GPE	with it, while he was five miles off at Frampton on a job of work that had been offered him	6	Frampton, QC, CAN	Locality	Village				Frampton	La Nouvelle-Beauce	Québec	Canada	CAN	-70.80628499999995	46.46006200000005	100	
Frampton	GPE	John would give up the cottage and walk over to Frampton, where he had already secured a lodging.	65	Frampton, QC, CAN	Locality	Village				Frampton	La Nouvelle-Beauce	Québec	Canada	CAN	-70.80628499999995	46.46006200000005	100	
shillin	GPE	’ 'ee says. ‘A labourer on fifteen shillin's a week—why, it's an example	89	Shillin, Llata, Huamalíes, Huánuco, PER	Locality	City				Llata	Huamalíes	Huánuco	Perú	PER	-76.84378999999996	-9.533999999999935	100	
midland	GPE	beauty of it all—the beauty of an English midland—was of a modest and measured sort, depending	91	Midland, TX, USA	Locality	City				Midland	Midland County	Texas	United States	USA	-102.07445999999999	32.00002000000006	100	
Frampton	GPE	hour or two later he was off, trudging to Frampton through the August dawn, with his bundle on his	147	Frampton, QC, CAN	Locality	Village				Frampton	La Nouvelle-Beauce	Québec	Canada	CAN	-70.80628499999995	46.46006200000005	100	
Bedford	GPE	and there's others thinks he's put it in Bedford bank. Edwards told me private he didn't know	162	Bedford, Bedfordshire, England, GBR	Locality	City				Bedford	Bedfordshire	England	United Kingdom	GBR	-0.4684687249999797	52.136856316000035	100	
Bedford	GPE	Well, sir, I know some people over at Bedford where her aunt lived as left it her, and	164	Bedford, Bedfordshire, England, GBR	Locality	City				Bedford	Bedfordshire	England	United Kingdom	GBR	-0.4684687249999797	52.136856316000035	100	
niver	GPE	“Rum, ain't it? I niver seed one o' them pieces in the village afore	178	Niver, 311 00, Lefkada, GRC	POI	Hotel					Lefkada	Lefkada	Ellada	GRC	20.684700000000078	38.82501000000008	100	
Bedford	GPE	do I get 'em?—why, I get 'em at Bedford, of course, when I goes for my money	183	Bedford, Bedfordshire, England, GBR	Locality	City				Bedford	Bedfordshire	England	United Kingdom	GBR	-0.4684687249999797	52.136856316000035	100	
stan	GPE	said impatiently to the landlord. “I can't stan' here all night.”	185	Stan, Vítanov, Chrudim, Pardubický kraj, CZE	Locality	District				Vítanov	Chrudim	Pardubický kraj	Česko	CZE	15.871660000000077	49.75296000000003	100	
Frampton	GPE	Mr. Forrest's keepers—of the towering walls of Frampton jail—of a visible physical shame which would kill	205	Frampton, QC, CAN	Locality	Village				Frampton	La Nouvelle-Beauce	Québec	Canada	CAN	-70.80628499999995	46.46006200000005	100	
Bedford	GPE	little lawyer man to whom she went every month at Bedford, to fetch her legacy money—couldn't he lend	207	Bedford, Bedfordshire, England, GBR	Locality	City				Bedford	Bedfordshire	England	United Kingdom	GBR	-0.4684687249999797	52.136856316000035	100	
Bedford	GPE	now. She would take the carrier's cart to Bedford next day, while Isaac was at work, and	207	Bedford, Bedfordshire, England, GBR	Locality	City				Bedford	Bedfordshire	England	United Kingdom	GBR	-0.4684687249999797	52.136856316000035	100	
Frampton	GPE	Oh! the joy of those first visits to Frampton, when all the shops had seemed to be there	209	Frampton, QC, CAN	Locality	Village				Frampton	La Nouvelle-Beauce	Québec	Canada	CAN	-70.80628499999995	46.46006200000005	100	
Frampton	GPE	can't say as yer looks is any credit to Frampton—no, that aa can't.”	269	Frampton, QC, CAN	Locality	Village				Frampton	La Nouvelle-Beauce	Québec	Canada	CAN	-70.80628499999995	46.46006200000005	100	
Bedford	GPE	“Some one livin' at Bedford, I did 'ear say.”	298	Bedford, Bedfordshire, England, GBR	Locality	City				Bedford	Bedfordshire	England	United Kingdom	GBR	-0.4684687249999797	52.136856316000035	100	
shillin	GPE	Bessie ain't got no suverins. Isaac arns sixteen shillin a week.”	305	Shillin, Llata, Huamalíes, Huánuco, PER	Locality	City				Llata	Huamalíes	Huánuco	Perú	PER	-76.84378999999996	-9.533999999999935	100	
niver	GPE	“Noa. I niver did—I niver did,” he said.	396	Niver, 311 00, Lefkada, GRC	POI	Hotel					Lefkada	Lefkada	Ellada	GRC	20.684700000000078	38.82501000000008	100	
yer”—she	GPE	off? I shall 'ave to clean up after yer”—she pointed scornfully to the marks of their muddy boots on	430															nothing found
Dawson	GPE	an' there was a many as only went to Dawson's becos they knew as she'd treat 'em.	462	Dawson, YT, CAN	Locality	City				Dawson	Yukon	Yukon	Canada	CAN	-139.430255	64.06025900000003	100	
Bedford	GPE	“I got 'em at Bedford. Mr. Grimstone give 'em me.”	487	Bedford, Bedfordshire, England, GBR	Locality	City				Bedford	Bedfordshire	England	United Kingdom	GBR	-0.4684687249999797	52.136856316000035	100	
say!—I'll	GPE	from this day forth. Take yerself off, I say!—I'll 'ave no thief for my wife!”	541	LL, CHL	Locality	State or Province						Los Lagos	Chile	CHL	-72.76324499999998	-43.41492937899994	71.43	
Bedford	GPE	she said imploring. “I wor goin' in to Bedford to see Mr. Grimstone—'ee'd ha' managed it for me	543	Bedford, Bedfordshire, England, GBR	Locality	City				Bedford	Bedfordshire	England	United Kingdom	GBR	-0.4684687249999797	52.136856316000035	100	
