Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
Queensland	GPE	, well known west of the Mary River, in Queensland. Harry Heathcote of Gangoil, who owned 30,000 sheep	4	Queensland, AUS	Locality	State or Province						Queensland	Australia	AUS	144.54908575800005	-22.56534761399996	100	
Queensland	GPE	wool. He was a breeder of sheep on a Queensland sheep-run, and his flocks ran far afield	6	Queensland, AUS	Locality	State or Province						Queensland	Australia	AUS	144.54908575800005	-22.56534761399996	100	
Brisbane	GPE	as possible. He sent his wool annually down to Brisbane, and received his stores, tea and sugar,	6	Brisbane, Queensland, AUS	Locality	City				Brisbane		Queensland	Australia	AUS	153.02334000000008	-27.46843999999993	100	
England	GPE	or the last novel that had come to them from England.	6	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Sydney	GPE	daughter of a bankrupt squatter whom he had met in Sydney, and had brought her and her sister into the	7	Sydney, New South Wales, AUS	Locality	City				Sydney		New South Wales	Australia	AUS	151.2069100000001	-33.869599999999934	100	
Queensland	GPE	, and had brought her and her sister into the Queensland bush with him. His wife idolized him. His	7	Queensland, AUS	Locality	State or Province						Queensland	Australia	AUS	144.54908575800005	-22.56534761399996	100	
Providence	GPE	“That comes from heaven or Providence, or from something that one knows to be unassailable	14	Providence, RI, USA	Locality	City				Providence	Providence County	Rhode Island	United States	USA	-71.41197999999997	41.82388000000003	100	
Medlicot	GPE	a great and peculiar grievance from the hands of one Medlicot, a stranger who had lately settled near him,	30															nothing found
England	GPE	have got rich, and we shall all be in England, sha’n’t we?”	37	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
England	GPE	and was sometimes heard to say that few men in England had a lot of thirty at hand as he had	42	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Medlicot	GPE	the man on the fence. “My name is Medlicot.”	67															nothing found
Medlicot	GPE	after all;” meaning that he almost suspected that Medlicot himself would be an incendiary. To him, in	88															nothing found
Medlicot	GPE	sister-in-law—to tell him that Medlicot had the manners of a gentleman and had come of	88															nothing found
Medlicot	GPE	-looking face, and a decent coat. This Medlicot went about dressed like a man in the towns,	88															nothing found
Medlicot	GPE	. Of what use was it to tell him that Medlicot was a gentleman? What Harry knew was that since	88															nothing found
Medlicot	GPE	was a gentleman? What Harry knew was that since Medlicot had come he had lost his sheep, that the	88															nothing found
Medlicot	GPE	heads of three or four had been found buried on Medlicot’s side of his run, and that if he	88															nothing found
Medlicot	GPE	and that if he dismissed “a hand,” Medlicot employed him—a proceeding which, in Harry Heathcote	88															nothing found
Heathcote	GPE	own hut in his anxiety to boil the water for Heathcote’s tea.	92	Heathcote, Sydney, New South Wales, AUS	Locality	District				Sydney		New South Wales	Australia	AUS	151.00669000000005	-34.087129999999945	100	
Medlicot	GPE	the German express absolute suspicion of any man. That Medlicot’s “hands” at the sugar-mill were	95															nothing found
Heathcote	GPE	had now got upon a track very well known to Heathcote, which led up from the river to the wool	101	Heathcote, Sydney, New South Wales, AUS	Locality	District				Sydney		New South Wales	Australia	AUS	151.00669000000005	-34.087129999999945	100	
Jimini	GPE	“By Jimini! what’s that?” said Jacko.	110	Jimini, Ortigas Ave, Greenhills, San Juan, Second District NCR, National Capital Region, PHL	POI	Pizza	Ortigas Ave	Ortigas		San Juan	Second District NCR	National Capital Region	Philippines	PHL	121.04255	14.604900000000043	100	
Medlicot	GPE	her husband that she and Kate should ride over to Medlicot’s Mill, as the place was already named,	127															nothing found
Quarreling	GPE	“Quarreling is so uncomfortable,” said his wife.	131	Quarré, Unter den Linden 77, 10117, Berlin, Mitte, Berlin, DEU	POI	French Food	Unter den Linden 77	Unter den Linden	77	Berlin	Berlin	Berlin	Deutschland	DEU	13.380030000000033	52.51612000000006	71.2	
Medlicot	GPE	shed was about two miles from the station, and Medlicot’s Mill was seven miles farther, on the bank	135															nothing found
England	GPE	to the colony. He had come out direct from England with the intention of growing sugar, and, whether	136	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Medlicot	GPE	can achieve ultimate success in such an enterprise; and Medlicot was certainly not a man likely to talk much to	136															nothing found
Queensland	GPE	perhaps, found the Paradise which he had expected in Queensland, but he had found that he could grow sugar	136	Queensland, AUS	Locality	State or Province						Queensland	Australia	AUS	144.54908575800005	-22.56534761399996	100	
Medlicot	GPE	no good. He had now brought his mother to Medlicot’s Mill. She and the Gangoil ladies had met	137															nothing found
Medlicot	GPE	Medlicot’s cottage was about a hundred and fifty yards from	139															nothing found
Cumberland	GPE	. “I’m auld, and just out of Cumberland, and I find it’s hot enough—and	142	Cumberland, NS, CAN	Locality	City				Cumberland	Cumberland County	Nova Scotia	Canada	CAN	-64.09480582899994	45.65483644300008	100	
bouggey	GPE	telling me that I’m to gang aboot in a bouggey, but I dinna feel sure of thae bouggeys.	144	Bougey, Vesoul, Haute-Saône, Bourgogne-Franche-Comté, FRA	Locality	City				Vesoul	Haute-Saône	Bourgogne-Franche-Comté	France	FRA	5.860830000000021	47.78167000000008	85.71	
Heathcote	GPE	all the morning. There had been a tone in Heathcote’s voice when he gave his parting warning as to	147	Heathcote, Sydney, New South Wales, AUS	Locality	District				Sydney		New South Wales	Australia	AUS	151.00669000000005	-34.087129999999945	100	
Medlicot	GPE	he gave his parting warning as to the fire in Medlicot’s pipe which the sugar grower had felt to be	147															nothing found
Medlicot	GPE	Medlicot, of course, shook hands with them, and	149															nothing found
Medlicot	GPE	who did not relish the idea of going back to Medlicot’s Mill as guide to another man. There was	164															nothing found
Medlicot	GPE	the building. He came up and shook hands with Medlicot, with sufficient courtesy, but hardly with cordiality,	165															nothing found
Providence	GPE	. “I’m not much given to talk about Providence, but this looks like it, does it not	175	Providence, RI, USA	Locality	City				Providence	Providence County	Rhode Island	United States	USA	-71.41197999999997	41.82388000000003	100	
Heathcote	GPE	first mile between the wool-shed and the house Heathcote and the two ladies rode without saying a word.	187	Heathcote, Sydney, New South Wales, AUS	Locality	District				Sydney		New South Wales	Australia	AUS	151.00669000000005	-34.087129999999945	100	
Medlicot	GPE	felt inclined to discuss it. Harry’s dislike to Medlicot was quite a thing apart. That some one had	187															nothing found
