Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
Dresden	GPE	spruce and jocund Spring revelling in the Grosse Garten at Dresden on this May Day. And though there is still	0	Dresden, Sachsen, DEU	Locality	City				Dresden	Dresden	Sachsen	Deutschland	DEU	13.740810000000067	51.053630000000055	100	
Nancies	GPE	their martial hands full of innocent daffodillies and fresh sweet Nancies. Gardereiters in their light blue uniforms and flat blue	1	Nancies, North Tyneside, England, GBR	POI	Channel					North Tyneside	England	United Kingdom	GBR	-1.4279999999999404	55.03571000000005	100	
England	GPE	sitting a pair of young women, of whom their England has no need to be ashamed, and who are	2	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Belinda	GPE	gloom on Sarah's face deepens, and even in Belinda's eyes the anxious, seeking look has grown intensified	15	Belinda, VA, USA	Locality	Village				Belinda	Accomack County	Virginia	United States	USA	-75.65577999999994	37.91071000000005	100	
Gardereiter	GPE	has tossed it out into the road; and the Gardereiter, with his six black horses, and his confiding	26															nothing found
Oxbridge	GPE	assure you that he is considered a great luminary at Oxbridge. At the house where I met him they could	87	Oxbridge, Durham, England, GBR	Locality	District				Oxbridge	Durham	England	United Kingdom	GBR	-1.3365803899999378	54.56169867700004	100	
Moritzburg	GPE	"knees, ""that we are going to drive to Moritzburg to-day, you and I. Of course Professor"	121	Moritzburg, Sachsen, DEU	Locality	City				Moritzburg	Meißen	Sachsen	Deutschland	DEU	13.679990000000032	51.16139000000004	100	
Oxbridge	GPE	"to stop him if he effects a graceful retreat to Oxbridge and the Digamma!"""	123	Oxbridge, Durham, England, GBR	Locality	District				Oxbridge	Durham	England	United Kingdom	GBR	-1.3365803899999378	54.56169867700004	100	
Moritzburg	GPE	A way they go to Moritzburg, when the noon sun is warm and high;	133	Moritzburg, Sachsen, DEU	Locality	City				Moritzburg	Meißen	Sachsen	Deutschland	DEU	13.679990000000032	51.16139000000004	100	
Elbe	GPE	its silent casements. Away they go, across the Elbe, over the many-arched bridge, where the	139	Elbe, Niedersachsen, DEU	Locality	City				Elbe	Wolfenbüttel	Niedersachsen	Deutschland	DEU	10.268550000000062	52.087410000000034	100	
London	GPE	where the people, more leisurely than in our breathless London, are standing to watch the rafts floating down the	139	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Neustadt	GPE	river, and guided between the piles; through the Neustadt, where the Strong August for ever prances in bronze	139	Târgu Mureș, Mureș, ROU	Locality	City				Târgu Mureș		Mureș	România	ROU	24.55800000000005	46.54257000000007	100	
Moritzburg	GPE	, to ask where you are going to? To Moritzburg? How pleasant! I wish I were going to	149	Moritzburg, Sachsen, DEU	Locality	City				Moritzburg	Meißen	Sachsen	Deutschland	DEU	13.679990000000032	51.16139000000004	100	
Moritzburg	GPE	"? How pleasant! I wish I were going to Moritzburg too!"" Then, as no invitation follows this"	149	Moritzburg, Sachsen, DEU	Locality	City				Moritzburg	Meißen	Sachsen	Deutschland	DEU	13.679990000000032	51.16139000000004	100	
pfennigs a	GPE	"with it; ""one mark, sixty-five pfennigs a head! A very high charge, I should say"	163	Pfennig, Baarsen 48, 31812, Bad Pyrmont, Baarsen, Niedersachsen, DEU	POI	German Food	Baarsen 48	Baarsen	48	Bad Pyrmont	Hameln-Pyrmont	Niedersachsen	Deutschland	DEU	9.320500000000038	51.94509000000005	81.67	
Germany	GPE	"high charge, I should say; undoubtedly prices in Germany have doubled since the war! Viermal Bifstek !"""	163	Germany	Locality	Country							Federal Republic of Germany	DEU	10.39227793200007	51.11063104900006	100	
midwood	GPE	of brisk walking brings them to the clear space in midwood—the sandy spot railed round with palings where his	266	Midwood, Charlotte, NC, USA	Locality	Village				Charlotte	Mecklenburg County	North Carolina	United States	USA	-80.80489999999998	35.22330000000005	100	
Saxony	GPE	sandy spot railed round with palings where his Majesty of Saxony's pigs have their daily rations dealt out to them	266	Saxony, DEU	Locality	State or Province						Saxony	Federal Republic of Germany	DEU	13.348265438000055	51.052114421000056	100	
hyænas	GPE	dark ears; hind-quarters that run away like hyænas, and a general air of absurdity and unpiglike pigness	267	Hyannas, Inverness, NS, CAN	Locality	Village				Inverness	Inverness County	Nova Scotia	Canada	CAN	-61.24999999999994	46.08333300000004	85.71	
Rivers	GPE	Once more Rivers and Belinda are alone.	271	Rivers, NGA	Locality	State or Province						Rivers	Nigeria	NGA	6.913532676000045	4.836947813000052	100	
Dresden	GPE	Upon the fair town of Dresden a new morning has opened— opened in sunshine,	280	Dresden, Sachsen, DEU	Locality	City				Dresden	Dresden	Sachsen	Deutschland	DEU	13.740810000000067	51.053630000000055	100	
Dresden	GPE	"is he doing here? Why has he come to Dresden?"""	302	Dresden, Sachsen, DEU	Locality	City				Dresden	Dresden	Sachsen	Deutschland	DEU	13.740810000000067	51.053630000000055	100	
Oxbridge	GPE	"""He has just left Oxbridge,"" rather sulkily."	307	Oxbridge, Durham, England, GBR	Locality	District				Oxbridge	Durham	England	United Kingdom	GBR	-1.3365803899999378	54.56169867700004	100	
Saint Esprits	GPE	Frenchman, covered with orders— Legions of Honour and Saint Esprits by the gross—that we met at the ball	319	Saint-Esprit, QC, CAN	Locality	Village				Saint-Esprit	Montcalm	Québec	Canada	CAN	-73.66432899999995	45.902671000000055	93	
Cannes	GPE	the gross—that we met at the ball at Cannes, who told me that he was ' dans le	319	Cannes, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, FRA	Locality	City				Cannes	Alpes-Maritimes	Provence-Alpes-Côte d'Azur	France	FRA	7.012553134000029	43.55138214800007	100	
Egeria	GPE	That his Egeria could look foolish, as she is indisputably doing,	336	Egeria, WV, USA	Locality	Village				Egeria	Mercer County	West Virginia	United States	USA	-81.17462999999998	37.57941000000005	100	
Moritzburg	GPE	"constrained voice. ""I enjoy expeditions! I like Moritzburg."""	348	Moritzburg, Sachsen, DEU	Locality	City				Moritzburg	Meißen	Sachsen	Deutschland	DEU	13.679990000000032	51.16139000000004	100	
Providence	GPE	"""It is the finger of Providence!"" cries Sarah, resuming her merriment. """	354	Providence, RI, USA	Locality	City				Providence	Providence County	Rhode Island	United States	USA	-71.41197999999997	41.82388000000003	100	
Rivers	GPE	"an idiot asylum,"" replies Sarah gravely; and Rivers, moonstruck as he is, explodes."	366	Rivers, NGA	Locality	State or Province						Rivers	Nigeria	NGA	6.913532676000045	4.836947813000052	100	
England	GPE	"""No bad news from England, eh?"""	370	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Cairo	GPE	know him; we were at the same hotel at Cairo for two nights together; and though we never exactly	381	Cairo, EGY	Locality	City					Cairo	Cairo	Arab Republic of Egypt	EGY	31.235250000000065	30.04427000000004	100	
York- shire	GPE	"a good many of us, and we live in York- shire; and my father is in business!"""	387	Yorkshire, VA, USA	Locality	Village				Yorkshire	Prince William County	Virginia	United States	USA	-77.44777999999997	38.793310000000076	99	
China	GPE	She blushes faintly as a China rose at this admission of how her thoughts and eyes	403	China	Locality	Country							China	CHN	103.93002703300004	36.567348398000036	100	
