Location,ent_type,context,p_no
studgroom,GPE,"deliver his opinions with characteristic weight and vivacity to the studgroom, ""he is uncommon particular about 'em; and",0
Russia,GPE,"jacks, and moccasins, and moor boots, and Russia-leather crickets, and turf hacks, and Hythe",0
rocketer,GPE,"every inch of him; see him bring down a rocketer, or lift his horse over the Broad Water!",0
studgroom,GPE,"With which peroration to his born-enemy the studgroom, with whom he waged a perpetual and most lively",1
Piccadilly,GPE,"up the back stairs of his master's lodgings in Piccadilly, opposite the Green Park, and with a rap",1
Paris,GPE,"flasks, and white gauntlets, being mixed up with Paris novels, pink notes, point-lace ties,",4
St. John's,GPE,"Send that note there, and the bracelets, to St. John's Wood: and that white bouquet to Mrs. Delamaine.",17
Banbury,GPE,white bouquet to Mrs. Delamaine. Bid Willon get some Banbury bits—I prefer the revolving mouths—and some,17
London,GPE,"in your saddle through half a day, while a London mob goes mad round you, and lost dogs snap",19
Ghoorkahs,GPE,"day in the batteries, or the sharpest rush into Ghoorkahs or Bhoteahs, would be light work compared!""",19
Bhoteahs,GPE,"the batteries, or the sharpest rush into Ghoorkahs or Bhoteahs, would be light work compared!"" murmured Cecil",19
Thrusts,GPE,", polished, silver steel ""Cut-and-Thrusts,"" with its rich gilt mountings, and contemplated",19
B.C.,LOC,"perfume, point, and embroidery, with the interlaced B.C., and the crest on the corner, while he",20
Ranksborough,GPE,fast thing with the Melton men from Thorpe Trussels to Ranksborough; but three drops of rain when on duty were,20
St. Stephen's,GPE,"rest of the ""First Life"" in front of St. Stephen's, with a hazy fog steaming round them, and",47
London,GPE,"with a hazy fog steaming round them, and a London mob crushing against their chargers' flanks, while Black",47
Richmond,GPE,"the half-guinea peaches into the river after a Richmond dinner, in the effort to hit dragon-flies",49
London,GPE,half so bad as this; one day in a London mob beats a year's campaigning. What's charging,52
Vienna,GPE,"Secretary of Legation in that costly and charming city of Vienna, and to the young one, Berkeley, through",58
Berkeley,GPE,"city of Vienna, and to the young one, Berkeley, through the old Viscount's partiality, so that",58
Baden,GPE,"he had never been without his Highland shooting, his Baden gaming, his prize-winning schooner amongst the R.",58
Zu-Zus,GPE,"September battues, his Pytchley hunting, his pretty expensive Zu-Zus and other toys, his drag for Epsom and his",58
Wellington,GPE,"long before the French can come up?"" asked Wellington, hearing of the pursuit that was thundering close on",64
Wellington,GPE,"Serenely as Wellington, another hero slept profoundly, on the eve of",65
B.C.,GPE,"hood, and quarter-piece buckled on and marked B.C.; above the manger and the door was lettered his",67
Isles,LOC,"his sire and of his dam: Lord of the Isles, one of the greatest hunters that the grass countries",67
Circassia,GPE,"Bayadere, a wild-pigeon-blue mare of Circassia. How farther more he stretched up to his long",67
Chertsey,GPE,"King with his English and Eastern strains, winner at Chertsey, Croydon, the National, the Granby, the",68
Croydon,GPE,"his English and Eastern strains, winner at Chertsey, Croydon, the National, the Granby, the Belvoir Castle",68
Granby,GPE,"winner at Chertsey, Croydon, the National, the Granby, the Belvoir Castle, the Curragh, and all",68
London,GPE,"of money —and is an incessantly changing kaleidoscope of London seasons, Paris winters, ducal houses in the hunting",81
Paris,GPE,"and is an incessantly changing kaleidoscope of London seasons, Paris winters, ducal houses in the hunting months, dinners",81
Derby,GPE,"week, yachting with the R. V. Y. Club, Derby handicaps at Hornsey, pretty chorus-singers set up",81
Bijou,GPE,"at Hornsey, pretty chorus-singers set up in Bijou villas, dashing rosières taken over to Baden, warm",81
Baden,GPE,"up in Bijou villas, dashing rosières taken over to Baden, warm corners in Belvoir, Savernake, and Longeat",81
Belvoir,GPE,"dashing rosières taken over to Baden, warm corners in Belvoir, Savernake, and Longeat battues, and all the",81
Derby,GPE,"yet; he is as full of running as a Derby winner, and he'll go over the yawners like",82
Mecca,GPE,"in all its forms throughout the land, that consecrated Mecca of every true believer in the divinity of the meerschaum",82
Heath,LOC,"Park at six o'clock in May, and on the Heath in October, in Paris in January, and on",83
Paris,GPE,"May, and on the Heath in October, in Paris in January, and on the Solent in August,",83
Solent,LOC,"October, in Paris in January, and on the Solent in August, in Pratts' of a summer's",83
Moors,LOC,"' of a summer's night, and on the Moors in an autumn morning, as though they were features",83
Hercules,GPE,"tall, fair man, with the limbs of a Hercules, the chest of a prize-fighter, and",83
Chesterfield,GPE,"mounts, there's no denying that,"" said Chesterfield of the Blues (who was called Tom for no",91
Providence,GPE,could give you the go-by. Its tempting Providence to go in for the Gilt Vase after such a,93
Paris,GPE,after such a December and January as you spent in Paris. Even the week you've been in the Shires,93
Chesterfield,GPE,"With which Chesterfield, who weighed fourteen stone himself, and was,",94
Europe,LOC,Seraph could lead the wildest life of any men in Europe without looking one shadow more worn than the brightest beauty,94
Rock,GPE,"""But you must have trained at Christ Church, Rock, for the Eight?"" asked another Guardsman,",96
