Location,ent_type,context,p_no
Space,GPE,"""Are you so sure we can move freely in Space? Right and left we can go, backward and",19
earth,LOC,"down if we began our existence fifty miles above the earth's surface.""",25
china,GPE,judgment with him was like furnishing a nursery with eggshell china. So I don't think any of us said,78
Tübingen,GPE,". He said he had seen a similar thing at Tübingen, and laid considerable stress on the blowing-out",78
Richmond,GPE,The next Thursday I went again to Richmond— I suppose I was one of the Time Traveller,79
the moon,LOC,"of fire, a brilliant arch, in space, the moon a fainter fluctuating band; and I could see nothing",103
the White Sphinx,LOC,heard voices approaching me. Coming through the bushes by the White Sphinx were the heads and shoulders of men running. One,113
Dresden,GPE,"their features, I saw some further peculiarities in their Dresden china type of prettiness. Their hair, which was",117
china,GPE,"features, I saw some further peculiarities in their Dresden china type of prettiness. Their hair, which was uniformly",117
Thames,GPE,"purple and crimson. Below was the valley of the Thames, in which the river lay like a band of",136
the White Sphinx,LOC,". Then my eye travelled along to the figure of the White Sphinx upon the pedestal of bronze, growing distinct as the",148
London,GPE,"realities as I found here. Conceive the tale of London which a negro, fresh from Central Africa, would",164
Central Africa,GPE,"the tale of London which a negro, fresh from Central Africa, would take back to his tribe! What would",164
the White Sphinx,LOC,"what, had taken it into the hollow pedestal of the White Sphinx. Why? For the life of me I could",167
the White Sphinx,LOC,a creature presently gave my return to the neighbourhood of the White Sphinx almost the feeling of coming home; and I would,170
the Upper World,LOC,"into two distinct animals: that my graceful children of the Upper World were not the sole descendants of our generation, but",179
Kentucky,GPE,"largely in the dark—the white fish of the Kentucky caves, for instance. Then, those large eyes",182
London,GPE,"purposes of civilization; there is the Metropolitan Railway in London, for instance, there are new electric railways,",184
London,GPE,"considerable portions of the surface of the land. About London, for instance, perhaps half the prettier country is",185
gulf,LOC,is shut in against intrusion. And this same widening gulf —which is due to the length and expense of,185
Haves,LOC,"in the end, above ground you must have the Haves, pursuing pleasure and comfort and beauty, and below",185
Underworld,LOC,"to go up the shaft again, and leave the Underworld alone. But even while I turned this over in",193
the new moon,LOC,dreaded may surprise you. It was the darkness of the new moon. Weena had put this into my head by some,202
daylit,GPE,"innumerable generations, had come at last to find the daylit surface intolerable. And the Morlocks made their garments,",202
Thames,GPE,"I wandered during the afternoon along the valley of the Thames, but found nothing that commended itself to my mind",204
Wimbledon,GPE,"the world and we proceeded over the hill crest towards Wimbledon, Weena grew tired and wanted to return to the",207
the White Sphinx,LOC,some contrivance to break open the doors of bronze under the White Sphinx. I had in mind a battering-ram.,215
South Kensington,GPE,"we stood among the ruins of some latter-day South Kensington! Here, apparently, was the Palæontological Section,",219
London,GPE,"was a pit like the 'area' of a London house before each, and only a narrow line of",222
South America,LOC,my name upon the nose of a steatite monster from South America that particularly took my fancy.,227
Eureka,GPE,"tight case, two dynamite cartridges! I shouted 'Eureka,' and smashed the case with joy. Then",228
the White Sphinx,LOC,"part above the horizon. I was determined to reach the White Sphinx early the next morning, and ere the dusk I",230
the White Sphinx,LOC,", and from that I could get my bearings for the White Sphinx. And so, leaving the remnant of these damned",245
the White Sphinx,LOC,"stretching myself, I came on down the hill towards the White Sphinx. I had my crowbar in one hand, and",252
the White Sphinx,LOC,", after all my elaborate preparations for the siege of the White Sphinx, was a meek surrender. I threw my iron",255
antennæ,GPE,"and uncertainly, its big claws swaying, its long antennæ, like carters' whips, waving and feeling,",265
Dead Sea,LOC,"red eastern sky, the northward blackness, the salt Dead Sea, the stony beach crawling with these foul, slowstirring",267
the red beach,GPE,"for the crawling multitude of crabs had disappeared, and the red beach, save for its livid green liverworts and lichens,",268
earth,LOC,transit of an inner planet passing very near to the earth.,270
the White Sphinx,LOC,"exact distance from my little lawn to the pedestal of the White Sphinx, into which the Morlocks had carried my machine.",276
Mr.—gone,GPE,"other. Then ideas began to come. ""Has Mr.—gone out that way?"" said I.",302
the Cretaceous Sea,LOC,"the Age of Unpolished Stone; into the abysses of the Cretaceous Sea; or among the grotesque saurians, the huge reptilian",305
