Location,ent_type,context,p_no
St. James's,GPE,"waiting-room of a house in the vicinity of St. James's Square, which, though with the general appearance of",0
Wellington,GPE,"floor, and a muddy mezzotinto of the Duke of Wellington that adorned its cold walls. There was not even",2
Nuneham,GPE,"it was Lord Lyndhurst himself. I came up from Nuneham this morning, passed his Lordship's house in Hyde",28
Amersham,GPE,". ""The infamous conduct of the Whigs in the Amersham case, has opened the public mind more than anything",31
Aldborough,GPE,"""Aldborough was worse,"" said Mr. Taper.",32
Aldborough,GPE,our house. I believe Rigby's great speech on Aldborough has done more towards the re-action than all,33
England,GPE,"agitation which for a year and a half had shaken England to its centre, received if possible an increase to",38
Wellington,GPE,"Notwithstanding therefore the opposition of the Duke of Wellington and of Lord Lyndhurst, the Waverers carried the second",43
London,GPE,Eton which had summoned very unexpectedly the youthful Coningsby to London. He was the orphan child of the youngest of,45
Monmouth,GPE,the youngest of the two sons of the Marquis of Monmouth. It was a family famous for its hatreds.,45
Naples,GPE,"meditated a second alliance. This eldest son lived at Naples, and had several children, but maintained no connexion",45
England,GPE,"His widow returned to England with her child; and, not having a relation",46
England,GPE,"to her husband's father, the wealthiest noble in England, and a man who was often prodigal, and",46
Westmoreland,GPE,upon in a small market town in the county of Westmoreland.,46
England,GPE,"almost constantly abroad, and during his rare visits to England had found no time or inclination to see the orphan",48
England,GPE,"more; he was Lord Monmouth's companion when in England, his correspondent when abroad—hardly his counsellor,",49
Tusculum,GPE,"not distant from this establishment, which he esteemed a Tusculum. There, surrounded by his busts and books,",53
Rome,GPE,"an order was received from Lord Monmouth who was at Rome, that he should go at once to Eton.",56
Italy,GPE,"the agitating year of 1831 in his luxurious retirement in Italy, contenting himself with opposing the Reform Bill by proxy",58
Alps,LOC,"when his own interests were concerned, immediately crossed the Alps, and travelled rapidly to England. He indulged a",58
England,GPE,", immediately crossed the Alps, and travelled rapidly to England. He indulged a hope that the weight of his",58
Wellington,GPE,", though they coincided with those of the Duke of Wellington, did not prevail with the Waverers. Several of",59
Waverers,GPE,"the Duke of Wellington, did not prevail with the Waverers. Several of these high-minded personages had had",59
Naples,GPE,were not of opinion that a man who lived at Naples was a competent judge of the state of public feeling,59
England,GPE,"a competent judge of the state of public feeling in England. Besides, the days are gone by for Senates",59
ivory cane,GPE,"entered, and leaning with his left hand on his ivory cane, he made Coningsby such a bow as Louis Quatorze",76
the United Provinces,GPE,"as Louis Quatorze might have bestowed on the ambassador of the United Provinces. Then extending his right hand, which the boy",76
London,GPE,"one thing which would have made Lord Monmouth travel from London to Naples at four and twenty hours' notice,",79
Naples,GPE,"which would have made Lord Monmouth travel from London to Naples at four and twenty hours' notice, it was",79
Monmouth,GPE,". There he stood, Philip Augustus, Marquess of Monmouth, in his robes of estate, with his new",91
the Princess Colonna,LOC,"This lady, so courteous to Coningsby, was the Princess Colonna, a Roman dame, the second wife of Prince",104
Monmouth,GPE,"his enjoyment. Among these especially figured the Marquess of Monmouth, between whom and Prince Colonna the world recognised as",104
England,GPE,"nobleman, and now accompanied him on a visit to England.",104
London,GPE,"whirling britskas, performing all the singular ceremonies of a London morning in the heart of the season; making visits",105
Wellington,GPE,"""I am desired to state that the Duke of Wellington is with the King.""",113
Providence,GPE,"""There is a Providence!"" exclaimed an agitated gentleman, the patent of",114
