Location,ent_type,context,p_no
apoplexy,GPE,"at six this morning. He had an attack of apoplexy yesterday evening, and never spoke again, though for",39
Morville,GPE,"only representatives of the two branches of the house of Morville, it shall not be my fault if the enmity",48
Stylehurst,GPE,"'You know Colonel Harewood's house at Stylehurst? Many years ago, when the St. Mildred's",75
London,GPE,"unhappy marriage, my brother happened to meet him in London, heard his story, and tried to bring about",75
Morville,GPE,"Laura. 'I hope he has not this tremendous Morville temper? Oh, you don't say so.",91
Morville,GPE,of a fine character; but he is a thorough Morville. I remember something that will show you his best,95
Charlotte,GPE,"; 'it was no kindness in you to encourage Charlotte to stay, Amy, when you know how often",111
Charlotte,GPE,"was a sort of upstairs parlour, where she taught Charlotte, cast up accounts, spoke to servants, and",134
Charlotte,GPE,"a Chinese pattern, all over pagodas, while little Charlotte sat opposite to him, curled up on a foot",135
Charlotte,GPE,"-stool. He was not always very civil to Charlotte; she sometimes came into collision with him, for",135
Charlotte,GPE,"'Then, Charlotte, as soon as you come in, hold up",137
Scotland,GPE,'I have read of them in the history of Scotland. They went on hating and killing each other for,150
Morville,GPE,deadly feud between the two branches of the house of Morville.',155
Charlotte,GPE,"he and the guest were in the room, and Charlotte full of mischievous glee at her sister's confusion.",170
Charles,GPE,"n't dislike it?' inquired Sir Guy, of Charles.",180
Thorndale,GPE,"'He is staying at Thorndale, and then going to St. Mildred's,'",189
Charlotte,GPE,", he was left to carry on his teazing of Charlotte, and his grumbling over the dinner, for about",211
Morville,GPE,"adoption did not succeed in repelling him. But that Morville should receive this 'young man's companion,'",220
Charlotte,GPE,Philip says he was always licking him!' interposed Charlotte.,242
Kilcoran,GPE,"friend and a good example, I said, and Kilcoran always takes my advice, and I don't think",243
East-hill,LOC,", and the horse tumbled down at the bottom of East-hill, and broke its knees.'",244
Markham,GPE,"None. That very morning he had done business with Markham, and had never been more clear and collected.",265
the Shag Rock,LOC,"parliament, or a gathering of sea-fowl on the Shag Rock.'",302
Bustle,GPE,"his feet, catching at his tail, laughing at Bustle's springs, contortions, and harmless open-mouthed",308
East Hill,GPE,"for their walk, as she intended to go to East Hill, and they might as well walk with Philip as",376
toto,GPE,are not so cautious when they accept a man in toto .',379
Thorndale,GPE,"said Philip. 'I wish I had not brought Thorndale. Laura, what is to be done to prevent",422
Charlotte,GPE,"in her composition, and could play as well as Charlotte or Mary herself, when they had the garden to",427
East-hill,LOC,"a hamlet, two miles from the parish church of East-hill, and Mary had thus seen very little of the",429
Charlotte,GPE,"'s night, full of wild ducks. Here, Charlotte, come and tell Mary the roll of Guy's",442
Charlotte,GPE,"'That will do, Charlotte.'",444
Charlotte,GPE,"'Now, Charlotte,' said Charles, waving his hand, with",446
Dublin,GPE,"'such as Maurice's definition of happiness,—a row at Dublin.'",447
Proteus,GPE,"'Well, Triton—not Proteus—came to the rescue at last,' said",476
Newfoundland,GPE,"could. No one heard but Triton, the old Newfoundland dog, who presently came swimming up, so eager",476
Charles,GPE,"Laura saw that the spirit of teazing was strong in Charles this morning, and suspected that he wanted to stir",489
Charlotte,GPE,"set out in a very grey wet mist, while Charlotte and Amy commenced a vigorous game at battledore and shuttle",519
Charlotte,GPE,"hall, with the aid of Amy's arm, Charlotte carrying the crutch behind him, and Mrs. Edmonstone helping",520
Charlotte,GPE,"' he replied; and taking his other crutch from Charlotte, he began determinedly to ascend without assistance, resolved",528
Morville,GPE,"of the large circle influenced by the head of the Morville family, and of the hopes entertained by Lord Thorndale",550
Morocco,GPE,"all this concerned him no more than the Emperor of Morocco, and Philip, mentally pronouncing him sullen, turned",550
Charlotte,GPE,volume of 'Ten Thousand a-Year.' Charlotte was all this time ill at ease. She looked,553
