Location,ent_type,context,p_no
Ganford,GPE,which percolate through the rural tranquillities of middle England from Ganford in Oxfordshire to Rumbold Junction in Kent. She was,0
Oxfordshire,GPE,through the rural tranquillities of middle England from Ganford in Oxfordshire to Rumbold Junction in Kent. She was going to,0
Kent,GPE,middle England from Ganford in Oxfordshire to Rumbold Junction in Kent. She was going to join her family at Buryhamstreet,0
Gloucestershire,GPE,"join her family at Buryhamstreet after a visit to some Gloucestershire friends. Her father, Mr. Pope, once a",0
Buryhamstreet,GPE,"it. Fourpence remained,—and there would be a porter at Buryhamstreet!",2
Buryhamstreet,GPE,to avoid financial discussion during her first few days at Buryhamstreet.,3
morocco,GPE,"expensive-looking and meretricious dressing-bag of imitation morocco, which had been one of her chief financial errors",4
Oxbridge,GPE,which had been one of her chief financial errors at Oxbridge. The collection was eloquent indeed of incompatible standards....,4
Borneo,GPE,"Parliament, or the wife of a barbaric chief in Borneo, or a great explorer, or the wife of",15
Saint Teresa,GPE,"a great social leader, or George Sand, or Saint Teresa, had had possession of her imagination for a few",15
Carmels,GPE,"You see, the Carmels, with whom she had just been staying, were",19
Sydney,GPE,", her younger brother, and the dog Toupee. Sydney and Rom hadn't come. Daffy was not copper",21
England,GPE,"decided that the proper name for a family dog in England is Towser, and did his utmost to suppress a",23
Towser,GPE,"the proper name for a family dog in England is Towser, and did his utmost to suppress a sobriquet that",23
Carmel,LOC,Marjorie flashed a second's contrast with the Carmel splendours.,24
Sydney,GPE,"In confirmation of which statement, Sydney and Rom, the two sisters next in succession to",54
Rom,GPE,"In confirmation of which statement, Sydney and Rom, the two sisters next in succession to Marjorie,",54
Sydney,GPE,"incivility opening the way for the donkey-carriage. Sydney was Sydney, and Rom was just short for Romola",54
Sydney,GPE,"the way for the donkey-carriage. Sydney was Sydney, and Rom was just short for Romola—one",54
Potsdam,GPE,"It was like calling a row of boy-scouts Potsdam grenadiers. The trees were at irregular distances, of",57
London,GPE,"house itself was long and low, as if a London house holidaying in the country had flung itself asprawl;",58
Sydney,GPE,"chief points of all this at a breakneck pace by Sydney and Rom, and when Sydney was called away to",59
Sydney,GPE,"a breakneck pace by Sydney and Rom, and when Sydney was called away to the horrors of practice—for",59
Sydney,GPE,was called away to the horrors of practice—for Sydney in spite of considerable reluctance was destined by her father,59
London,GPE,of the vanished family were so absolutely dissimilar to the London standards as to arouse a sort of astonished wonder in,66
Oxbridge,GPE,"do things in arranging her rooms at Bennett College, Oxbridge, where also she was in great demand among the",66
Sydney,GPE,"moral element in all this, for in the room Sydney shared with Rom there was a decorative piece of lettering",67
Switzerland,GPE,". It had, however, evidences of travel in Switzerland and the Mediterranean. There was a piano in black",70
Mediterranean,LOC,", however, evidences of travel in Switzerland and the Mediterranean. There was a piano in black and gold,",70
Jerusalem,GPE,"nothing. There was a framed chromo-lithograph of Jerusalem hot in the sunset, and another of Jerusalem cold",70
Jerusalem,GPE,"of Jerusalem hot in the sunset, and another of Jerusalem cold under a sub-tropical moon, and there",70
Jericho,GPE,"tropical moon, and there were gourds, roses of Jericho, sandalwood rosaries and kindred trash from the Holy Land",70
