Location,ent_type,context,p_no
LONDON,GPE,"LONDON. Michaelmas Term lately over, and the Lord Chancellor",0
Greenwich,GPE,"boats. Fog in the eyes and throats of ancient Greenwich pensioners, wheezing by the firesides of their wards;",1
shire,GPE,has its decaying houses and its blighted lands in every shire; which has its worn-out lunatic in every,5
Shropshire,GPE,"ended. Another ruined suitor, who periodically appears from Shropshire, and breaks out into efforts to address the Chancellor",6
Shropshire,GPE,"is brought forward in a hurry; the man from Shropshire cries, “My lord!” Maces, bags",18
Shropshire,GPE,"indignantly proclaim silence, and frown at the man from Shropshire.",18
Shropshire,GPE,prison; which is soon done. The man from Shropshire ventures another remonstrative “My lord!” but the,31
Paris,GPE,"town for a few days previous to her departure for Paris, where her ladyship intends to stay some weeks;",34
Lincolnshire,GPE,", in familiar conversation, her “place” in Lincolnshire. The waters are out in Lincolnshire. An arch",34
Lincolnshire,GPE,place” in Lincolnshire. The waters are out in Lincolnshire. An arch of the bridge in the park has,34
Lincolnshire,GPE,"my Lady Dedlock has come away from the place in Lincolnshire, and has left it to the rain, and",35
Lincolnshire,GPE,"my Lady Dedlock has come up from her place in Lincolnshire (hotly pursued by the fashionable intelligence), to",41
Paris,GPE,"at her house in town previous to her departure for Paris, where her ladyship intends to stay some weeks,",41
Lincolnshire,GPE,"my Lady, with the dreariness of the place in Lincolnshire still upon her, “whether anything has been done",48
Wat Tyler,LOC,in the lower classes to rise up somewhere—like Wat Tyler.,51
Paris,GPE,"and further, as I see you are going to Paris; I have brought them in my pocket.”",52
Paris,GPE,"(Sir Leicester was going to Paris too, by-the-bye, but the",53
Lincolnshire,GPE,has been bored to death down at our place in Lincolnshire.”,67
St. John,GPE,"the Bible to her; and was reading, from St. John, how our Saviour stooped down, writing with his",92
Windsor,GPE,"This interview took place at Windsor, where I had passed (as far as I",123
France,GPE,", both for size and quality), made in France. And what do you suppose it's made of",145
Carboy,GPE,"; “merely through his solicitors, Messrs. Kenge and Carboy, of London. A very superior gentleman, Mr.",159
London,GPE,"through his solicitors, Messrs. Kenge and Carboy, of London. A very superior gentleman, Mr. Kenge. Truly",159
Kenge,GPE,"in the same round hand; with the signature of Kenge and Carboy in another writing, which I supposed to",164
Piccadilly,GPE,"on Monday morning next, to White Horse Cellar, Piccadilly, London, where one of our clks will be",171
London,GPE,"morning next, to White Horse Cellar, Piccadilly, London, where one of our clks will be in waiting",171
Carboy,GPE,Kenge and Carboy.,173
London,GPE,"with lavender water, it was time to watch for London.",179
Kenge,GPE,"from the pavement, and said “I am from Kenge and Carboy's, miss, of Lincoln's Inn",181
London,GPE,"miss,” he said. “This is a London particular.”",184
Hertfordshire,GPE,"“Hertfordshire, my lord.”",213
Africa,LOC,something else attracts her) devoted to the subject of Africa; with a view to the general cultivation of the,249
London,GPE,"for I come from Winchester, and am strange in London.”",259
Holborn,GPE,"just twist up Chancery-lane, and cut along Holborn, and there we are in four minutes time,",260
London,GPE,"as near as a toucher. This is about a London particular now, ain't it, miss?”",260
London,GPE,"and chatted about our inexperience, and the strangeness of London, until we turned up under an archway, to",263
Jellybys,GPE,the coach-window. “One of the young Jellybys been and got his head through the area railings!,264
Jellybys,GPE,"Pray be careful of yourself, miss. The young Jellybys are always up to something,” said Mr. Guppy",266
Africa,LOC,quoting Richard again—they could see nothing nearer than Africa!,269
Niger,GPE,"Borrioboola-Gha, on the left bank of the Niger.",274
Africa,LOC,I almost wonder that you never turned your thoughts to Africa?”,276
Holborn,GPE,"” said Mrs. Jellyby. “You may go into Holborn, without precaution, and be run over. You",280
Holborn,GPE,", and be run over. You may go into Holborn, with precaution, and never be run over.",280
Africa,LOC,", and never be run over. Just so with Africa.”",280
Holborn,GPE,"said, “No doubt.”—I meant as to Holborn.",281
Africa,LOC,naughty Peepy!” and fixed her fine eyes on Africa again.,287
Africa,LOC,"a general impression from it of the momentous importance of Africa, and the utter insignificance of all other places and",288
Africa,LOC,"with the same sweetness of temper, directed letters about Africa. Her being so employed was, I must say",296
Africa,LOC,"besides having a great deal to say for himself about Africa, and a project of his for teaching the coffee",300
Africa,LOC,"from one hundred and fifty to two hundred letters respecting Africa in a single day, have you not?”",300
Africa,LOC,"“I wish Africa was dead!” she said, on a sudden",328
London,GPE,"doors at that early hour, and sufficiently curious about London, to think it a good idea on the part",356
astir,GPE,"Ada said she would go too, and was soon astir. I made a proposal to Peepy, in default",360
Ada,GPE,"gladly share our walk. So he took care of Ada, and Miss Jellyby and I went first. I",362
Africa,LOC,"a parent? All made over to the public and Africa, I suppose! Then let the public and Africa",370
Africa,LOC,"Africa, I suppose! Then let the public and Africa show duty as a child; it's much more",370
Kenge,GPE,"-hand, like the papers I had seen in Kenge and Carboy's office, and the letters I had",388
London,GPE,"“Quite an adventure for a morning in London!” said Richard, with a sigh. “",450
rickyards,GPE,"into a real country road again, with windmills, rickyards, milestones, farmers' waggons, scents of old",459
London,GPE,", sir,” he replied. “Going to London.”",465
Saint Albans,GPE,"long night had closed in, before we came to Saint Albans; near to which town Bleak House was, we",471
Africa,LOC,"“She exerts herself very much for Africa, sir,” I said.",480
Jellybys,GPE,"“The little Jellybys,” said Richard, coming to my relief,",487
Jellybys,GPE,"“Those little Jellybys. Couldn't you—didn't you—now,",494
India,GPE,"great bird-cage, and had been brought from India nobody knew by whom or when. From these,",506
China,GPE,"; and at the whole process of preparing tea in China, as depicted by Chinese artists. In my room",507
china,GPE,"the brother of a youthful officer of mine in the china-closet, and the grey old age of my",507
boddice,GPE,"my pretty young bride, with a flower in her boddice, in the breakfast room. As substitutes, I",507
Lincolnshire,GPE,"it is still wet weather down at the place in Lincolnshire. The rain is ever falling, drip, drip",619
Lincolnshire,GPE,". The weather is so very bad, down in Lincolnshire, that the liveliest imagination can scarcely apprehend its ever",619
Paris,GPE,"for it in that particular), but is in Paris, with my Lady; and solitude, with dusky",619
Lincolnshire,GPE,"rained so hard and rained so long, down in Lincolnshire, that Mrs. Rouncewell, the old housekeeper at Chesney",624
Wat Tyler,LOC,"mother's anguish, to be a move in the Wat Tyler direction: well knowing that Sir Leicester had that general",627
London,GPE,"said that he and the other young gentleman came from London only last night by the mail, on business at",650
London,GPE,of his wet dreadnought in the hall. “Us London lawyers don't often get an out; and when,652
china,GPE,"and preserves, and bottles, and glass, and china, and a great many other things; and what",694
Manchester,GPE,". You would have a very mean opinion of a Manchester man, if he spun cotton for no other purpose",695
Easterly,LOC,"or disappointed in—the wind, and it's Easterly, I take refuge here. The Growlery is the",699
Peaks,LOC,"It had been called, before his time, the Peaks. He gave it its present name, and lived",714
London,GPE,": true. There is, in that city of London there, some property of ours, which is much",718
England,GPE,"Great Seal's impressions, my dear, all over England—the children know them!”",718
West Elevation,LOC,to establish in a picturesque building (engraving of proposed West Elevation attached) the Sisterhood of Mediæval Marys; they were,747
brickfield,GPE,"was one of a cluster of wretched hovels in a brickfield, with pigsties close to the broken windows, and",776
London,GPE,"; so, if I have a good rattle to London and back in a post-chaise, and put",832
Boythorn,LOC,", and looking at the superscription said, “From Boythorn? Aye, aye!” and opened and read",834
the Himalaya Mountains,LOC,"gate, and gone away to the remotest summits of the Himalaya Mountains, sooner than I would have presented myself at this",847
Europe,LOC,"By Heaven, he is the most astonishing bird in Europe!” replied the other. “He is the",853
Lincolnshire,GPE,"it.) “I enquired because, coming from Lincolnshire, I of course have not yet been in town",871
Kenge,GPE,"a little excursion. Mr. Boythorn was to wait for Kenge and Carboy's clerk, and then was to go",885
Kenge,GPE,"make any use of it to my detriment, at Kenge and Carboy's, or elsewhere. If our conversation",904
Kenge,GPE,"proceed. My present salary, Miss Summerson, at Kenge and Carboy's, is two pound a-week",910
Pentonville,GPE,". My own abode is lodgings at Penton Place, Pentonville. It is lowly, but airy, open at",910
India,GPE,"; in office-quills, pens, ink, India-rubber, pounce, pins, pencils, sealing",928
penknives,GPE,"boxes, rulers, inkstands—glass and leaden, penknives, scissors, bodkins, and other small office-",928
London,GPE,"PEFFER, only. For smoke, which is the London ivy, had so wreathed itself round Peffer's name",928
St. Andrew's,GPE,"recumbent this quarter of a century in the churchyard of St. Andrew's, Holborn, with the wagons and hackney-coaches",929
Holborn,GPE,"a century in the churchyard of St. Andrew's, Holborn, with the wagons and hackney-coaches roaring past",929
Augusta,GPE,"a workhouse (by some supposed to have been christened Augusta); who, although she was farmed or contracted",932
Christendom,GPE,"pinafore on, to be the most elegant apartment in Christendom. The view it commands of Cook's Court at",933
Holborn,GPE,"Chancery Lane on both sides, and even out in Holborn, who, in any domestic passages of arms,",934
Holborn,GPE,"as crystial” once ran right down the middle of Holborn, when Turnstile really was a turnstile leading slap away",934
Turkey,GPE,"but one, environ him. A thick and dingy Turkey-carpet muffles the floor where he sits, attended",937
Holborn,GPE,"of the Peerage, than any crossing-sweeper in Holborn.",938
Phairy,GPE,'s examination. “He's just as dead as Phairy!”,1014
interposes,GPE,"He now interposes; addressing the young surgeon, in his unmoved,",1035
Nimrod,GPE,", “and she considered Nemo equally the same as Nimrod. In consequence of which, she got into a",1049
Nimrod,GPE,"meals, ‘Mr. Snagsby, you haven't found Nimrod any work yet!’ or ‘Mr. Snagsby,",1049
Nimrod,GPE,"-and-thirty Chancery folio in Jarndyce, to Nimrod?’ or such like. And that is the",1049
China,GPE,"be at the present time aboard a vessel bound for China, three months out, but considered accessible by telegraph",1061
Plaintive,LOC,reported to have sold himself. Thinks it was the Plaintive's air in which that report originated. See the,1075
Hampstead,GPE,parlor of the Sol's Arms; two stroll to Hampstead; and four engage to go half-price to,1091
Caffre,GPE,"Turk would reject as a savage abomination, and a Caffre would shudder at, they bring our dear brother here",1096
Lincolnshire,GPE,"IT has left off raining down in Lincolnshire, at last, and Chesney Wold has taken heart",1103
Paris,GPE,"for Sir Leicester and my Lady are coming home from Paris. The fashionable intelligence has found it out, and",1103
England,GPE,"it out, and communicates the glad tidings to benighted England. It has also found out, that they will",1103
Lincolnshire,GPE,"), at the ancient and hospitable family seat in Lincolnshire.",1103
Paris,GPE,", and the Gate of the Star, out of Paris.",1105
