Location,ent_type,context,p_no
Lodgings,GPE,"aloud to you some passages from 'Mrs. Lirriper's Lodgings,' by Charles Dickens. I do not know",0
London,GPE,"-house-keeper, that she kept lodgings in London. She was a very good sort of woman,",0
mackintoshed waterfalls,GPE,the opening door reveals the advent of more umbrellaed and mackintoshed waterfalls. Two men and a lady. As his eye,15
Lodgings,GPE,"young woman left ruined and deserted in Mrs. Lirriper's Lodgings, and only rescued from suicide by the efforts of",33
Devonshire,GPE,"school-time, the six months he spent in Devonshire with a coach before he came up to New.",39
Devonshire,GPE,It is conjured back into his mind by the word Devonshire.,39
Devonshire,GPE,"name has opened!—a door through which he passes into a Devonshire garden, and romps with rose-faced Devonshire children",41
Devonshire,GPE,"a Devonshire garden, and romps with rose-faced Devonshire children. The very names of those children are coming",41
Devonshire,GPE,"own room. At once he is back in that Devonshire garden, he is there almost all night, between",43
Providence,GPE,. Then why is she snow-haired? Because Providence has so willed it is the obvious answer. But,45
Devonshire,GPE,"With the morning light the might of the Devonshire memories grows weaker; and, as the day advances",46
Mesopotamia,LOC,"saying it still as he strolls in the afternoon down Mesopotamia, to fill up the time before the hour for",47
Mesopotamia,LOC,"worn old ones. They are rather less plentiful in Mesopotamia than elsewhere; perhaps, because in his day,",47
Mesopotamia,GPE,"perhaps, because in his day, as now, Mesopotamia on Sundays was given over to the mechanic and the",47
Mesopotamia,LOC,"vehicle! But not even mechanic and perambulator can hinder Mesopotamia from being fair on a fine February day, when",47
Devonshire,GPE,"events, cannot be dead. ""How is Devonshire?""",62
Devonshire,GPE,", in a dry voice; ""we have left Devonshire a long while—nine, nine and a half",64
Moat,LOC,"manners forbid him to ask, ""Why is the Moat let?"" so all that he says is,",66
Devonshire,GPE,", that must have been very soon after I left Devonshire.""",66
Mesopotamia,GPE,". A lark—there is always a lark in Mesopotamia—a tiny, strong-throated singer, that",67
England,GPE,", and make my headquarters there when I am in England, which is not very often. I have been",73
Florida,GPE,are all scattered now. Charlie is planting oranges in Florida—he does not mind the heat; you know,77
Australia,GPE,for him; and Tom has an ostrich farm in Australia; and Rose has been married two years—she,77
Burgoyne,GPE,. There are two words battering against the gate of Burgoyne's lips for egress—two words that he dares,81
Mesopotamia,LOC,"passed since Burgoyne's eye followed his quondam friends down Mesopotamia, and he is not in Oxford now. He",87
Oxford,GPE,"quondam friends down Mesopotamia, and he is not in Oxford now. He left it, indeed, twenty-",87
Shropshire,GPE,"-windswept walks of a country-house garden in Shropshire, in the company of a lady whom he has",88
New Guinea,GPE,friendship he has tested by letters on thin paper from New Guinea and Central Africa all about himself; at whose feet,88
Central Africa,GPE,tested by letters on thin paper from New Guinea and Central Africa all about himself; at whose feet he has laid,88
Italy,GPE,"glad, as he has long wanted to go to Italy in the spring.""",98
Italy,GPE,"""To Italy? Then perhaps we shall meet; I too am",99
Italy,GPE,"perhaps we shall meet; I too am going to Italy.""",99
Italy,GPE,""" she says. ""Why should you go to Italy? There is nothing to kill there, is there",100
