Location,ent_type,context,p_no
London,GPE,", a very striking object on the right of the London road, as the hill rises gradually, and overlooks",2
Lancashire,GPE,"the town of Ashleigh, one of the busiest in Lancashire, to the left; for although the trees about",2
Europe,LOC,"this respect, to the most finished private dwellings in Europe. The furniture is uniformly rich throughout: the picture",4
Saxony,GPE,"picture-frames in the best style of art; Saxony carpets in the drawing-rooms, Turkey ditto in",4
Turkey,GPE,"art; Saxony carpets in the drawing-rooms, Turkey ditto in the dining-rooms, Brussels in the",4
Brussels,GPE,"rooms, Turkey ditto in the dining-rooms, Brussels in the bedrooms, and indeed not a single inch",4
Kidderminster,GPE,"the bedrooms, and indeed not a single inch of Kidderminster any where, except in the garrets.",4
a golden sun,LOC,"a word, he shone amidst his rich neighbours like a golden sun, surrounded by silver moons.",5
Scotland,GPE,"neither Sir Matthew nor his lady had ever been in Scotland in their lives, showed great enlargement of national feeling",23
England,GPE,"middle of July, during one of the hottest summers England had ever known, that Sir Matthew and Lady Dowling",24
BENEVOLENCE,GPE,— AN ADVENTURE — DANGER AND ESCAPE — GRATITUDE AND BENEVOLENCE.,43
Scotland,GPE,"— quite celebrated. They are the finest in all Scotland, but I give you my honour, I never",61
Providence,GPE,Highlandloch. This coincidence appeared to be the work of Providence.,117
England,GPE,", is as good as the bank, either in England or Scotland; and it is beneath a gentleman,",192
Scotland,GPE,"as good as the bank, either in England or Scotland; and it is beneath a gentleman, to say",192
the Holy Virgin,GPE,"young lady's conscious? — Praise and glory to the Holy Virgin, and all the company of saints, now and",252
Boston,GPE,done at last. Now the Philadelphy people and the Boston people are just playing the very same game t'other side,276
Butchel,GPE,"no more; but I shall take care to see Butchel, the parish-overseer, about it. It",287
Great Britain,GPE,class of men so cruelly misrepresented as the manufacturers of Great Britain; surrounded on all sides by a population of labourers,399
Madeira,LOC,"wine-glass to Mr. Jennings, for a little Madeira, which she felt was absolutely necessary to support her",440
Hidalgo,GPE,"family could boast. Never did a high-born Hidalgo, in Spain's proudest days, inculcate among his",462
Spain,GPE,". Never did a high-born Hidalgo, in Spain's proudest days, inculcate among his race the immeasurable",462
Tis Africa,GPE,"Difference, indeed! 'Tis Africa and Europe. And is it not remarkable Sir Matthew",488
Europe,LOC,"Difference, indeed! 'Tis Africa and Europe. And is it not remarkable Sir Matthew to see",488
florid,GPE,"clothes, and the complexion of the lady became extremely florid.""",508
England,GPE,"rubbing his hands joyously, ""that every county in England shall hear of us with envy — I know what",585
St. Mary's,GPE,", who had formerly been vicar of the parish of St. Mary's, Ashleigh, and having made herself the very largest",589
St. Mary's,GPE,"intimacies at all. But, though the vicarage of St. Mary's, Ashleigh, was far enough from being richly endowed",590
Providence,GPE,"steam man's making? Isn't it sent by Providence? And what for, I should like to know",692
