Location,ent_type,context,p_no
Westmoreland,LOC,it was evident from the general aspect of the lonely Westmoreland valley of Long Whindale that warmth and sunshine had only,0
Whinborough,GPE,"of town and civilisation suggested by the smoke wreaths of Whinborough on the southern horizon, was lined with masses of",0
dale,GPE,"the stream makes half way from the head of the dale, the hills grow steeper, the breadth between them",1
Shanmoor,GPE,"before very long behind the hills dividing Long Whindale from Shanmoor, was still lingering on this May afternoon we are",2
North,LOC,sober brightness about the whole picture. Summer in the North is for Nature a time of expansion and of joy,2
South,LOC,"sudden splendour and superabundance, which mark it in the South. In these bare green valleys there is a sort",2
South,LOC,often wiled out of him by the spells of the South.,2
Westmoreland,GPE,"or the tools which make the small capital of a Westmoreland farmer. The windows in them were new, the",3
the Shanmoor hills,GPE,"while, as the sun sank lower and lower towards the Shanmoor hills, the hidden artist had it all his, or",4
æsthetic,GPE,", and another maiden, a slim creature garbed in æsthetic blue, a mass of reddish brown hair flying back",4
Agnes,LOC,"on the grass in spite of a murmured protest from Agnes, who had an inherent dislike of anything physically rash",12
Tysons,GPE,to see that youth who hurt his back at the Tysons—at least I heard her talking to mamma about,22
Agnes,LOC,"'mamma hasn't been fidgeting, and as for Agnes, she looks as if she never wanted to move",28
Westmoreland,GPE,while the complexion had caught the freshness and purity of Westmoreland air and Westmoreland streams. About face and figure there,29
Westmoreland,GPE,had caught the freshness and purity of Westmoreland air and Westmoreland streams. About face and figure there was a delicate,29
Greece,GPE,"were prints of Winchester and Worcester Cathedrals, photographs of Greece, and two old-fashioned engravings of Dante and",45
Leyburn,GPE,those memories—clearly all these elements entered into the Leyburn tradition.,45
Röschen,GPE,"'What, another, Röschen?' she had said, with the slightest lifting",49
Agnes,LOC,"cheek, and she presently threw an irritated look at Agnes, who had been looking from her to Catherine with",51
Agnes slily,LOC,'You to play his accompaniments?' put in Agnes slily. Rose's lip curled.,60
Agnes,LOC,"-cloth with the other. 'You know, Agnes,' she said presently, looking up, '",72
Röschen,GPE,"What did you do with yourself all the afternoon, Röschen?'",79
Agnes,LOC,"line of queer little faded monstrosities, representing Rose and Agnes in different stages of childhood. On the table beside",86
Whinborough,GPE,"large couvre-pied over her knees, and the Whinborough newspaper on her lap. The neighbourhood of this last",93
Whinborough,GPE,"expecting Mrs. Seaton, the wife of the Rector of Whinborough—odious woman—to tea? Was it not",94
Whinborough,GPE,Mrs. Thornburgh had gone prowling about the neighbouring town of Whinborough till the shop window of a certain newly-arrived,95
dale,GPE,were one or two old men still lingering in the dale who could have told him a great deal about them,96
Whinborough,GPE,"occasion of local festivity, or driving his sheep to Whinborough market with his own hands like any other peasant of",96
dale,GPE,with his own hands like any other peasant of the dale.,96
Westmoreland,GPE,few remaining survivors of this primitive clerical order in the Westmoreland and Cumberland valleys have dropped into their quiet unremembered graves,97
Cumberland,GPE,"survivors of this primitive clerical order in the Westmoreland and Cumberland valleys have dropped into their quiet unremembered graves, and",97
Long Whindale,GPE,", whose successful efforts to improve the church accommodation in Long Whindale had moved such deep and lasting astonishment in the mind",99
niver,GPE,", and he niver went, and Mr. Backhouse he niver found oot till he'd got past t' bridge",103
weel,GPE,"to mek up, an' than, aa, weel, aa went to a frind, an' ee",110
sweer,GPE,"say ee dud—but ee may, I ween't sweer. Hawsomiver, aa niver thowt naw mair aboot it",110
aa niver,GPE,"but ee may, I ween't sweer. Hawsomiver, aa niver thowt naw mair aboot it, nor mair did John",110
Yur,GPE,to his seat and gathering up the reins. 'Yur a boald 'un to tell the missus theer to,112
Whinborough,GPE,to be that she wished him to go back to Whinborough for her precious parcel.,113
hayrick,GPE,"a hed as full o' yale as a hayrick's full of mice,' he raised his whip",114
Burwood,GPE,"by a sudden perception of the roof and chimneys of Burwood, the Leyburns' house, peeping above the trees",125
Providence,GPE,"the times, in spite of the station to which Providence had assigned her.",132
Oxford,GPE,"he said to himself, in the cultivated monotony of Oxford or London. She was like a bit of a",146
London,GPE,"to himself, in the cultivated monotony of Oxford or London. She was like a bit of a bygone world",146
England,GPE,one of the loveliest valleys and the purest airs in England.',154
Westmoreland,GPE,", you know they belong here. They're real Westmoreland people.'",155
Cumberland,GPE,", as it was the ruin of most of the Cumberland statesmen. 'The people about here,' said",160
Whinborough,GPE,send him with many oaths to the grammar school at Whinborough. From the moment the boy got a footing in,161
Whinborough,GPE,"as safely installed at Oxford, having borrowed from a Whinborough patron the modest sum necessary to pay his college valuation",162
Leyburn,GPE,was kept up in the old style. Three of Leyburn's sons were there: two of them farmers like,165
Manchester,GPE,"of them farmers like himself, one a clerk from Manchester, a daughter married to a tradesman in Whinborough,",165
Whinborough,GPE,"from Manchester, a daughter married to a tradesman in Whinborough, a brother of the old man, who was",165
Westmoreland,GPE,"watched him without a word, in the way these Westmoreland folk have, and at last offered him what remained",167
California,GPE,", ""and the money will set George up in California."" So he paid through the nose, and",167
Leyburn,GPE,children going in and out of the parlour where old Leyburn used to sit smoking and drinking; and Dick Leyburn,169
Providence,GPE,". Perhaps they think it as mysterious a dispensation of Providence as I do that that brutal, swearing, whisky",171
dale,GPE,intervening fell marked the course of the pass connecting the dale with the Ullswater district. Below him were church and,175
Ullswater,GPE,the course of the pass connecting the dale with the Ullswater district. Below him were church and parsonage; beyond,175
Burwood,GPE,"his eye was once more caught by the roof of Burwood, lying beneath him on its promontory of land,",177
Sussex,GPE,"a member, besides, of a well-known Sussex county family. She was a large and commanding person",185
Honiton,GPE,"black moiré silk. She wore a velvet diadem, Honiton lace lappets, and a variety of chains, beads",185
Elsmere,GPE,", and to the disappearance of the heir to the Elsmere property from parliamentary life.",186
England,GPE,"belief, if it went on, the mothers of England would refuse to send their sons to these ancient but",187
the Lakes rainy,LOC,girl neighbour and ask her what people meant by calling the Lakes rainy.,189
Oxford,GPE,'I understand it is pouring at Oxford. To-day your sky here has been without,190
Westmoreland,GPE,"across the table. 'They are relics of a Westmoreland which will soon have disappeared. Old John, who",201
Elsmere,GPE,"case,' said Dr. Baker, again looking at Elsmere. 'It is a family that is original and",205
Westmoreland,GPE,"years. I have seen what you may call old Westmoreland die out—costume, dialect, superstitions. At",205
Westmoreland,GPE,"distinct a figure in the popular imagination of a few Westmoreland valleys as Sister Dora among her Walsall miners, as",217
Walsall,GPE,"of a few Westmoreland valleys as Sister Dora among her Walsall miners, as a being of a totally different order",217
Oxford,GPE,back scorned everything he cared for. Every visit to Oxford was like a stab to him. It seemed to,238
Elsmere,GPE,"Has it begun?' said a hurried whisper at Elsmere's elbow, and turning he saw Rose and Agnes",250
Agnes,LOC,"Elsmere's elbow, and turning he saw Rose and Agnes on the step of the window, Rose's cheeks",250
Hercules,GPE,"flute, and the greater the exertion of the dark Hercules performing on it, the fiercer grew the pace of",253
Agnes,LOC,"But the pages flew past, turned assiduously by Agnes, who took a sardonic delight in these performances,",255
Oxford,GPE,"in safety. 'Do they play like that in Oxford, or has Long Whindale a monopoly?'",258
