Location,ent_type,context,p_no
Charlotte,GPE,"relieve it, I posted off myself to the Queen Charlotte's Royal Married Females, which you had forgot,",117
Tox,GPE,"`Like the dear good Tox, you are!´ said Louisa.",118
Toodle,GPE,"`Thereabouts, I suppose, Sir,´ answered Toodle, after more reflection.",164
Toodle,GPE,"quantity of oranges and halfpence thrust indiscriminately on each young Toodle, checked the first violence of their regret, and",201
Holland,GPE,"dreadful murders. Every chandelier or lustre, muffled in Holland, looked like a monstrous tear depending from the ceiling",204
morocco,GPE,"that the smell of hot-pressed paper, vellum morocco, and Russia leather, contended in it with the",205
Russia,GPE,"of hot-pressed paper, vellum morocco, and Russia leather, contended in it with the smell of divers",205
Miss.,GPE,"child before. `Hope I see you well, Miss.´",207
Miss.,GPE,"what a sad question! I done? Nothing, Miss.´",212
Florence,GPE,"; meaning, not Miss Nipper, but the little Florence.",249
the City of London,GPE,"offices of Dombey and Son were within the liberties of the City of London, and within hearing of Bow Bells, when their",306
East India,LOC,"magnificent neighbour. Just round the corner stood the rich East India House, teeming with suggestions of precious stuffs and stones",306
England,GPE,"remote from the lodgers, where, when gentlemen of England who lived below at ease had little or no idea",310
the City for,GPE,chronometer. The usual daily clearance has been making in the City for an hour or more; and the human tide is,311
Downs,LOC,"knuckles. `I really should. All in the Downs, eh! Lots of moisture! Well! it",314
Madeira,LOC,`what are you about? that's the wonderful Madeira! — there's only one more bottle!´,348
Madeira,GPE,"he applied himself to a second glass of the old Madeira, with increased relish. `As to the Sea",371
Sea,LOC,"Madeira, with increased relish. `As to the Sea,´ he pursued, `that's well enough",371
the East Indies,LOC,"´ said old Sol, `which has been to the East Indies and back, I'm not able to say how",373
the Baltic Sea,LOC,"`In the Baltic Sea, in the dead of the night; five-",378
Cornwall,GPE,"Second drove ashore, uncle, on the coast of Cornwall, in a dismal gale, two hours before daybreak",380
Deptford,GPE,"hundred and fifty tons, Captain, John Brown of Deptford. Owners, Wiggs and Co.,´ cried Walter",382
Earth,LOC,"Look'ye here! Here's a collection of 'em. Earth, air, or water. It's all one",403
Madeira,GPE,"Nothing short of the wonderful Madeira, combined with the occasion (which rendered it desirable",406
London,GPE,"`”Turn again Whittington, Lord Mayor of London, and when you are old you will never depart",411
Toodles,GPE,", suffering no contamination, from the blood of the Toodles, grew stouter and stronger every day. Every day",422
Florence,GPE,"to look towards the little beds, they thought of Florence.",447
Florence,GPE,"he had; which was, to make much of Florence. For this gentleman, insensible to the superior claims",516
Florence,GPE,", Miss Tox, Mrs. Chick, Richards, and Florence. In a little carriage following it, Susan Nipper",522
grampus,GPE,forget her — went about the building coughing like a grampus.,531
Tox,GPE,", quite contrairy,'returned Susan, `and them tow inspectors Tox and Chick, not intending to be on duty to",575
London,GPE,"Town; a designation which the Strangers´ Map of London, as printed (with a view to pleasant and",582
Camden,GPE,", condenses, with some show of reason, into Camden Town. Hither the two nurses bent their steps,",582
dustheaps,GPE,", and cow-houses, and dunghills, and dustheaps, and ditches, and gardens, and summer-",585
Toodle,GPE,"place in the confusion. Even then, the smallest Toodle but one remained in her lap, holding on tight",593
Toodle,GPE,"with both arms round her neck; while the smallest Toodle but two mounted on the back of the chair,",593
Toodles,GPE,"But first the young Toodles, victims of a pious fraud, were deluded into",618
Florence,GPE,", unusual to a child, but almost natural to Florence now, of being quiet, and repressing what she",650
Florence,GPE,"of passionate grief, and thrilled to the heart of Florence, whom it frightened more than ever. It had",663
Florence,GPE,"of Mr. Clark's hand, the boy approached towards Florence, wondering, as well he might, what he",689
Florence,GPE,": being both wholly absorbed in the late adventures of Florence, which she related with the innocent good faith and",700
Florence,GPE,"is the best,´ he answered: looking from Florence to Walter, and back again.",710
London,GPE,bless me! Sir Richard Whittington thrice Lord Mayor of London.´,725
Florence,GPE,"fellow-servants ominously whispered, as she passed with Florence.",762
No-Thoroughfares,LOC,"a yard; but it was in the dullest of No-Thoroughfares, rendered anxious and haggard by distant double knocks.",771
England,GPE,"bottom, it was the most inconvenient little house in England, and the crookedest; but then, Miss Tox",774
Copenhagen,GPE,"sweet peas was always displayed ostentatiously, crowned with the Copenhagen and Bird Waltzes in a Music Book of Miss Tox",789
Earth,LOC,"Heaven and Earth, how old his face was as he turned it",823
Florence,GPE,"'s in the day; and I lie down in Florence's lap, and she sings to me. At",843
Brighton,GPE,"a short absence from this house, the air of Brighton, and the bodily and mental training of so judicious",869
Brighton,GPE,"-morrow's inquiries, to send Paul down to Brighton to this lady, who would go with him?",880
frontgardens,GPE,"more than usually brittle and thin; where the small frontgardens had the unaccountable property of producing nothing but marigolds,",887
India,GPE,"; and Master Bitherstone, whose relatives were all in India, and who was required to sit, between the",903
Bengal,GPE,could give him any idea of the way back to Bengal.,903
Miss.,GPE,"! You may say nonsense! I an't offended, Miss. I hope you may be able to think in your",936
Florence,GPE,"the effects of some childish dream, and asked for Florence.",948
India,GPE,",´ he said one day, `where's India, where that boy's friends live?´",960
India,GPE,"`If you were in India, Floy,´ said Paul, after being silent",964
