Location,ent_type,context,p_no
CHARLES,GPE,"“DEAR CHARLES,",1
Seacombe,GPE,"and my uncle the nobleman offered me the living of Seacombe, which is in his gift, if I would",4
Tynedale,GPE,"I was quite right to shake off the burden of Tynedale’s patronage, but a fool to offer my shoulders",6
Seacombe,GPE,"without some expression of determined enmity against the house of Seacombe, and some reproach to me for living, as",8
shire,GPE,"but he said I might come down to ——shire, if I liked, and he would ‘see",9
North,LOC,"trunk and carpet-bag, and started for the North directly.",9
morocco,GPE,"I took the stuffed easy chair, covered with red morocco, which stood by the fireside, and while my",13
morocco,GPE,"head to foot; he took his seat in the morocco covered arm-chair, and motioned me to another",15
South,LOC,"my ears, accustomed to the silvery utterance of the South.",16
Tynedale,GPE,“‘Have you quite broken with Tynedale and Seacombe?’ he asked hastily.,21
Tynedale,GPE,"I, ‘as alien to what I like as Tynedale, Seacombe, the Misses Seacombe—as the affectionate",26
Seacombe,GPE,"‘as alien to what I like as Tynedale, Seacombe, the Misses Seacombe—as the affectionate relative now",26
shire hills,GPE,". The autumn sun, rising over the ——shire hills, disclosed a pleasant country; woods brown and mellow",38
Bigben Close,GPE,"into a great paved yard, and we were in Bigben Close, and the mill was before us, vomiting soot",43
shire,GPE,“You are come down to ——shire to learn to be a tradesman?”,48
Hunsden,GPE,"propelled me from my superior. I had frequently seen Hunsden in Bigben Close, where he came almost weekly to",80
Bigben Close,GPE,"from my superior. I had frequently seen Hunsden in Bigben Close, where he came almost weekly to transact business with",80
Bigben Close,GPE,"the closeness, smoke, monotony and joyless tumult of Bigben Close, and its panting desire for freer and fresher scenes",111
Grove,GPE,"my course towards the country; I had got into Grove-street, and began to feel the pleasure of",116
Hunsden,GPE,"It suited me to accept the invitation as it suited Hunsden to give it. I passed through the gate,",131
shire,GPE,"the bright grate was filled with a genuine ——shire fire, red, clear, and generous, no",132
South,LOC,", red, clear, and generous, no penurious South-of-England embers heaped in the corner of",132
Hunsden,GPE,slovenly habits. From what I saw I concluded that Hunsden’s ideas on that point corresponded with my own.,132
Crimsworth,GPE,"patient because you expect to make something eventually out of Crimsworth, notwithstanding his tyranny, or perhaps by means of",148
Hunsden,GPE,"The first part of Hunsden’s speech moved me not at all, or,",152
Hunsden,GPE,"I make myself a tradesman? Why did I enter Hunsden’s house this evening? Why, at dawn to",158
Crimsworth,LOC,"at dawn to-morrow, must I repair to Crimsworth’s mill? All that night did I ask myself",158
Hunsden,GPE,"’s, nor Eccle’s company; and as to Hunsden, you fancied there was pleasure to be derived from",160
Egypt,GPE,the Israelite crawling over the sun-baked fields of Egypt in search of straw and stubble wherewith to accomplish his,161
shire,GPE,"last term is, I believe, purely ——shire, and alludes to the horn of black, rancid",173
Town,GPE,"and a hypocrite. At a public meeting in the Town-hall yesterday, I had the pleasure of hearing",185
Hunsden,GPE,"month ago, and I know that you were at Hunsden’s rooms last night. Deny it if you dare",185
