Location,ent_type,context,p_no
New York,GPE,"we are sweltering in this abominable heat, and in New York last week they had a blizzard, and here,",3
States,GPE,"I'm sorry to find you don't like the States, Uncle Archie.”",4
Washington,GPE,in the deck saloon of a steamer which had left Washington about an hour before for Mount Vernon. Through the,5
Mount Vernon,LOC,steamer which had left Washington about an hour before for Mount Vernon. Through the open doorway to their left they saw,5
States,GPE,observer would have seen that whether his uncle liked the States or not did not in truth matter to him a,6
The Eumenides,LOC,"he had been cast for the part of Apollo in The Eumenides, Nature having clearly designed him for it, in",22
Mount Vernon,GPE,spoke. “I should think we're getting near Mount Vernon by this time. I'll go and look.,29
Omaha,GPE,nation?” said a young girl—perhaps from Omaha—to her companion. “Wasn't it just,32
America,GPE,". As far as I've gone, I like America and the Americans.”",35
New York,GPE,"your mother gave you some introductions to rich people in New York, and they entertained you?” said the General",36
New York,GPE,"knew very well that his telegram summoning young Barnes from New York had been an act of tyranny—mild, elderly",41
Washington,GPE,", elderly tyranny. He was not amusing himself in Washington, where he was paying a second visit after an",41
America,GPE,"affronted by a wholly new realisation of the strength of America, by the giant forces of the young nation,",41
the Federal City,GPE,"nation, as they are to be felt pulsing in the Federal City. He was up in arms for the Old World",41
New York,GPE,"White House, he had heard that Roger was in New York, and could not resist the temptation to send for",41
Northamptonshire,GPE,would inherit General Hobson's money and small estate in Northamptonshire. Before the death of Roger's father this prospective,41
Mount Vernon,GPE,"round to the landing-place under the hill of Mount Vernon. Again, in disembarkation, there was a crowd",42
New York,GPE,you said you were bored—and going back to New York.”,48
New York,GPE,"a lot of the people I have been seeing in New York. I am most awfully obliged to her,”",54
West,LOC,"between whom and the young school-teachers from the West, in their white cotton blouses, leathern belts,",56
Washington,GPE,perplexed. General Hobson was a person of eminence; Washington had been very civil to him; and the American,59
America,GPE,"“That he hates America so. Oh, don't say he doesn't",62
Atlantic,LOC,"most unpleasant voices, and he thanks God for the Atlantic—and hopes he may never see us again.",62
New York,GPE,Floyd? Could I have seen her last week in New York?”,63
Buenos,GPE,"mother was a Spaniard—a South American—from Buenos Ayres. That's why she is so dark,",73
Washington,GPE,"with her an exhibition of French art recently opened in Washington. In vain. After a few sentences, the",78
New York,GPE,"Some of the things that she said to him about New York and Washington puzzled him extremely. She was, he",79
Washington,GPE,"things that she said to him about New York and Washington puzzled him extremely. She was, he supposed,",79
England,GPE,"he supposed, intellectual; but the intellectual women in England did not talk in the same way. He was",79
New York,GPE,"“I am sure I saw you in New York, at the opera?”",80
Mount Vernon,GPE,A SUDDEN hush had fallen upon Mount Vernon. From the river below came the distant sounds of,98
Washington,GPE,"crowds safe on board, was now putting off for Washington. But the lawns and paths of the house,",98
Great Britain,GPE,of a man who had wrenched half a continent from Great Britain; the English Tory had no intention whatever of bowing,99
Yankee,GPE,"tastes, and manners. No modern blatancy, no Yankee smartness anywhere. Simplicity and moderate wealth, combined with",99
Mount Vernon's,GPE,"understood. Only the slaves, in the picture of Mount Vernon's past, were strange to him.",99
Washington,GPE,"his mind a vision of the December evening on which Washington passed away, the flames flickering in the chimney,",102
