Location,ent_type,context,p_no
Brussels,GPE,"flowers in the city squares — Antoine, going into Brussels for his day's trade, had seen a gray",12
Laeken,GPE,"all round it, in that byway which lies between Laeken and Brussels, in the heart of flat, green",16
Brussels,GPE,"it, in that byway which lies between Laeken and Brussels, in the heart of flat, green Brabant,",16
Flanders,GPE,"blue, sea-like horizon of the plains of Flanders.",17
St. Gudule,GPE,"a sharp slope of ice, and the pinnacles of St. Gudule were all frosted white with snow, and the hot",20
St. Guido,GPE,"old friend to rest in the rough green graveyard about St. Guido, she was very sorrowful and lonely, poor little",23
Mayday,GPE,own the little green triangle just then crowded with its Mayday blossom in all the colors of the rainbow. She,25
Brussels,GPE,", and a big dog that took the milk into Brussels. She was heard, therefore, with respect,",34
Brussels,GPE,"the sun for her father, and when people in Brussels had asked her of her parentage, seeing her stand",55
Providence,GPE,"Bébée, to whom the garden was more intelligible than Providence.",67
Brussels,GPE,daily work of cutting the flowers for the market in Brussels.,80
Brussels,GPE,very hard when hail and snow made the streets of Brussels like slopes of ice; a little hard even in,88
Scheldt,GPE,as pretty a sight as was to be seen betwixt Scheldt and Rhine.,89
Rhine,GPE,a sight as was to be seen betwixt Scheldt and Rhine.,89
Laeken,GPE,", dreams that went farther than the green woods of Laeken, farther even than the white clouds of summer.",90
Marthe,LOC,"Marthe, the carpenter's wife, came out from her",101
Laeken,GPE,"Old Gran'mère Bishot, who was the oldest woman about Laeken, hobbled through the grass on her crutches and nodded",105
Paradise,LOC,"sixteen, cherries and a cake have a flavor of Paradise still, especially when they are tasted twice, or",112
France,GPE,"walnut-wood press, such as the peasants of France and the low countries keep their homespun linen in and",116
Montagne,LOC,"make a fortune of in the curiosity shops in the Montagne,"" said Trine Krebs, going up the steps",131
Brussels,GPE,"she would sit so long as she sold flowers in Brussels, — here, underneath the shadow of the Gothic",139
Egmont,GPE,", underneath the shadow of the Gothic towers that saw Egmont die.",139
Paris,GPE,"the grand market that is fashioned after the Madeleine of Paris, and where in the cool, wet, sweet",140
Brussels,GPE,"But Brussels has stones that are sermons, or rather that are",149
Brussels,GPE,Brussels is a gay little city that lies as bright within,150
Paris,GPE,The city has its ways and wiles of Paris. It decks itself with white and gold. It,151
Paris,GPE,to believe and make the world believe that it is Paris in very truth.,151
Brussels,GPE,But this is only the Brussels of the noblesse and the foreigners.,152
Brussels,GPE,There is a Brussels that is better than this — a Brussels that belongs,153
Brussels,GPE,"is a Brussels that is better than this — a Brussels that belongs to the old burgher life, to the",153
Ghent,GPE,spirit and soul that once filled the free men of Ghent and the citizens of Bruges and the besieged of Leyden,153
Bruges,GPE,"filled the free men of Ghent and the citizens of Bruges and the besieged of Leyden, and the blood of",153
Leyden,GPE,"Ghent and the citizens of Bruges and the besieged of Leyden, and the blood of Egmont and of Horn.",153
Egmont,GPE,"and the besieged of Leyden, and the blood of Egmont and of Horn.",153
Horn,LOC,"of Leyden, and the blood of Egmont and of Horn.",153
Antwerp,GPE,"yellow sluggish stream, and the green barrels of the Antwerp barges swing against the dusky piles of the crumbling bridges",154
Brussels,GPE,"In all these, Brussels, though more worldly than her sisters of Ghent and",159
Ghent,GPE,", Brussels, though more worldly than her sisters of Ghent and Bruges, and far more worldly yet than her",159
Bruges,GPE,", though more worldly than her sisters of Ghent and Bruges, and far more worldly yet than her Teuton cousins",159
Freiburg,GPE,"and far more worldly yet than her Teuton cousins of Freiburg and Nürnberg, is still in her own way like",159
Nürnberg,GPE,"more worldly yet than her Teuton cousins of Freiburg and Nürnberg, is still in her own way like as a",159
the Middle Ages,LOC,in the illuminated colors and the heroical grotesque romance of the Middle Ages.,159
St. Gudule,GPE,", no antiquary of Moyen-âge relics, loved St. Gudule and the Broodhuis as little ignorant Bébée did.",162
all Northern Europe,LOC,"It is, perhaps, the most beautiful square in all Northern Europe, with its black timbers, and gilded carvings,",167
St. Agnes,GPE,"cross woman with the pedler's tray added a waxen St. Agnes, colored red and yellow to the very life no",171
St. Gudule,GPE,more hurting her than the angels on the roof of St. Gudule are hurt by the storm when it breaks.,173
Laeken,GPE,— a sum of magnitude in the green lane by Laeken.,177
St. Hubert's,GPE,"it is your feast day, come and stroll in St. Hubert's gallery, and I will buy you a little gilt",180
Laeken,GPE,at it in amaze. In the green lanes by Laeken no one ever saw gold. Then she gave it,210
Eden,LOC,It was a snake cast into her Eden.,226
the dusky dewy evening,LOC,The children were all gathered about her gate in the dusky dewy evening; they met her with shouts of welcome and reproach,243
Brabant,GPE,"But a centime a day is a great deal in Brabant, when one has not always enough for bare bread",259
Brabant,GPE,"at all; for there are so many women in Brabant, and every one of them, young or old",259
Brabant,GPE,There is no crowd so busy in Brabant that it will not find leisure to stare. The,294
Brussels,GPE,"""Oh, men of Brussels; fie then for shame!"" she called to",297
Scots Grays,LOC,"out, fearful yet fascinated, to see the beautiful Scots Grays flash by in the murky night, and the endless",352
Waterloo,GPE,"the trampled corn, going out past the woods to Waterloo.",352
the white moon,LOC,looked up and smiled; but went on working while the white moon rose.,358
Holland,GPE,"gray Norman seaports, and the white sandy dunes of Holland, with the toy towns and the straight poplar-",378
France,GPE,"saw in fancy all the blossoming orchard province of green France, and all the fir-clothed hills and rushing",381
Scheldt,GPE,"make her, that was running for pleasure to the Scheldt, to the rude, clumsy coal barge, black",383
Belgium,GPE,"black as night, that bore the rough diamonds of Belgium to the snow-buried roofs of Christiania and Stromstad",383
Norway,GPE,"were lost in the mists. Going with iron to Norway; the 'Fleur d'Epine' of this town,",398
Brussels,GPE,"painted white, the 'Fleur d'Epine,' of Brussels, as plain as name could be; and that",398
Laeken,GPE,midway in the green and solitary road that leads to Laeken.,416
St. Gudule,GPE,all about what was before ever I was living. St. Gudule now — they say it was built hundreds of years,457
Antwerpen,GPE,"again — they say he was a painter king in Antwerpen before the oldest, oldest woman like Annémie ever began",457
Bac,GPE,"me, — it was a fête day, — Bac, he said, 'Do not you believe that",457
Bac,GPE,"ever heard, and one that shows great judgment in Bac. Well?""",458
St. Gudule,GPE,say that it was no use thinking; most likely St. Gudule and St. Michael had set the church down in the,462
St. Michael,GPE,was no use thinking; most likely St. Gudule and St. Michael had set the church down in the night all ready,462
St. Anne,GPE,"fine as cobwebs. I have read the stories of St. Anne, and of St. Catherine, and of St. Luven",466
St. Luven,GPE,"St. Anne, and of St. Catherine, and of St. Luven fifty times, but they are all the books that",466
Antwerpen,GPE,"painter prince, I mean — as Rubes was in Antwerpen; he wanted roses the night before last in the",526
Soignies,GPE,", and if he did not do his work in Soignies they would starve at home.",547
moon,LOC,when the hour of my own shining or of the moon's beaming seems to that single soul to be past,559
Brussels,GPE,dragged heavy loads under brutal stripes along the streets of Brussels — stretch himself on the grave of his taskmaster and,572
Paris,GPE,"hectic in color, perfect in drawing, that made Paris at his feet. He became more famous by verses",580
Ardennes,LOC,"laughed and crossed the border, riding into the green Ardennes one sunny evening. He had a name of some",581
Meuse River,LOC,"He went in leisurely, travelling up the bright Meuse River, and across the monotony of the plains, then",583
Antwerpen,GPE,He stayed awhile in Antwerpen. The town is ugly and beautiful; it is,585
Antwerp,GPE,"never having known (for, unless you have seen Antwerp, it is as absurd to say that you have",586
Seville,GPE,"is to think that you have seen Murillo out of Seville, or Raffaelle out of Rome); and he",586
Rome,GPE,"seen Murillo out of Seville, or Raffaelle out of Rome); and he studied the Gretchen carefully, delicately",586
Phryne,GPE,"him to portray a Gretchen. All his pictures were Phryne, — Phryne in triumph, in ruin, in",588
Antwerpen,GPE,"One evening, having left Antwerpen ringing its innumerable bells over the grave of its dead",592
East,LOC,"de Champagne, or whether he would go into the East and seek new types, and lie under the red",593
Virginia,GPE,"It was the little tale of ""Paul and Virginia"" that he had given her to begin her studies",620
Laeken,GPE,"dark, tiring tramps to and fro between Soignies and Laeken.",628
Waterloo,GPE,", that had bloomed there ever since the days of Waterloo.",676
Brussels,GPE,"mill-house, or the deep chimes of the Brussels belfries; but only by such moments as brought her",690
Brabant,GPE,Painters were no rare sights in Brabant.,722
Ghent,GPE,"buy you wood all winter. When the man from Ghent painted Trine and her cow, he gave her a",725
La Hague,GPE,"who indifferent has heard the swell of the organ of La Hague, or the recitative of a great singer in San",767
