Location,ent_type,context,p_no
Chiswick,GPE,"they passed, and said, “Capital account from Chiswick—Lord Howard says the chief will be in Downing",6
Chiswick,GPE,"“It is of Chiswick that I am going to speak to you,”",7
Chiswick,GPE,"Know then, that what they were just saying about Chiswick is moonshine. His case is hopeless, and it",9
Europe,LOC,"the age is clearly the Duke, the saviour of Europe, in the perfection of manhood, and with an",13
Europe,LOC,"“The salvation of Europe is the affair of a past generation,” said",14
England,GPE,“We want something else now. The salvation of England should be the subject rather of our present thoughts.,14
England,GPE,“England! why when were things more sound? Except the,15
Castlereagh,GPE,"and together pasquinaded our opponents. And yet, after Castlereagh’s death, to whom like yourself I was much",18
Canning,GPE,"from my mind, and at last took refuge in Canning, who seemed just the man appointed for an age",18
England,GPE,"its exclusiveness, and, no doubt, custom in England is a power; but let some event suddenly occur",30
London,GPE,"Zenobia was the queen of London, of fashion, and of the Tory party.",40
Paradise,LOC,that you had entered the highest circle of the social Paradise.,40
oracle,GPE,"her, while he listened with apparent devotion to the oracle, now and then interposed a remark, polished and",41
England,GPE,"enabled Mr. Pitt to carry on the war and saved England, are all broken. There was one thing,",42
France,GPE,"“We shall have some trouble with France,” said the ambassador, “unless there is",43
Chiswick,GPE,“And what is your news from Chiswick?” she inquired.,58
Liverpool,GPE,"from the active world in the latter years of the Liverpool reign, when a newer generation and more bustling ideas",64
florid,GPE,"unbroken prosperity. His first speech was successful, though florid, but it was on foreign affairs, which permit",65
Bampton,GPE,"treatises of Aristotle. These with a due course of Bampton Lectures and some dipping into the “Quarterly Review,",65
Wellington,GPE,his lot with the great destiny of the Duke of Wellington.,65
St. Stephen’s,GPE,"the senators from the old ventilator in the ceiling of St. Stephen’s Chapel, dropped in her excitement her opera-glass",67
England,GPE,—was sure would one day be Prime Minister of England.,67
Tusculum,GPE,"them, and partly because a minister should have a Tusculum, the Ferrars soon engaged a magnificent villa at Wimbledon",68
Bonaparte,GPE,as they had wished to make us the slaves of Bonaparte.,68
England,GPE,"Lord Goderich, seemed to indicate an inexorable destiny that England should be ruled by the most eminent men of the",69
St. James’ Street,GPE,". In the January that succeeded the August conversation in St. James’ Street with Sidney Wilton, William Ferrars was sworn of the",69
Wimbledon,GPE,not forgotten your engagement to me which you made at Wimbledon two years ago?”,85
Europe,LOC,"wore her own hair, once the most celebrated in Europe, and still uncovered. Though the prodigal richness of",91
Switzerland,GPE,"” said the lady. “Our only refuge was Switzerland, but I cannot breathe among the mountains,",95
Vienna,GPE,", remonstrances, warnings, and threats, appeals to Vienna, and lectures from Prince Metternich, not the less",95
Florestan,GPE,", I have never faltered in my faith, that Florestan would some day sit on the throne of his father",97
Spain,GPE,"its hotels. I think of trying the south of Spain, and fancy, if quite alone, I might",99
Europe,LOC,"unnoticed. I cannot bring myself altogether to quit Europe. I am, my dear Sidney, intensely European",99
Spain,GPE,"am, my dear Sidney, intensely European. But Spain is not exactly the country I should fix upon to",99
Wellington,GPE,"not but believe that the accession of the Duke of Wellington to power must be bad, at least, for",101
Vienna,GPE,. It is essentially reactionary. They are triumphing at Vienna.”,101
Europe,LOC,"The most corrupt and dissolute courts on the continent of Europe that I have known,” said the lady,",105
Florestan,GPE,"own music. I will sing you my farewell to Florestan,” she added gaily, and took up her",114
Florestan,GPE,is no time like the present. The separation between Florestan and myself may be final. It is sad to,118
Malaga,GPE,"what may be the magical effect of the raisins of Malaga, but if it saves my life the grape cure",118
Florestan,GPE,"everybody laughs at them. Here is the fortune of Florestan, and I wish it all to be spent on",118
India,GPE,"landed aristocracy, who had quite absorbed the nabobs of India, and had nearly appropriated the huge West Indian fortunes",126
Manchester,GPE,"stayed. She still mourned over the concession of the Manchester and Liverpool Railway in a moment of Liberal infatuation,",128
Europe,LOC,"relations of intimacy between herself and the royal houses of Europe, which were not shared by her class. She",133
Schonbrunn,GPE,"indicate the most familiar acquaintance with the latest incidents from Schonbrunn or the Rhine, though she embraced her hostess,",133
Rhine,GPE,"familiar acquaintance with the latest incidents from Schonbrunn or the Rhine, though she embraced her hostess, and even kissed",133
Wellington,GPE,The Duke of Wellington applied himself to the treatment of the critical circumstances of,148
England,GPE,very heat of the preparations for the general election in England. The Whigs who found the Duke going to the,149
Paris,GPE,"their opportunity and seized it. The triumphant riots of Paris were dignified into “the three glorious days,”",149
Wellington,GPE,"civil and religious liberty. The names of Polignac and Wellington were adroitly connected together, and the phrase Parliamentary Reform",149
England,GPE,", and thanked Heaven that he was not only in England, but in her drawing-room.",150
England,GPE,"with the English plenipotentiaries, so that when he visited England, which he did frequently, the houses of both",152
Paris,GPE,"country, and it is probable that these doings at Paris may help my friends a little, and they may",154
Paris,GPE,"who have won these ‘three glorious days’ at Paris, want neither civilisation nor religion. They will not",154
Orleans,GPE,"time; that the adroit wisdom of the house of Orleans, guided by Talleyrand, may give this movement the",154
Europe,LOC,"; it is a fraternity, not a nation. Europe is honeycombed with their secret societies. They are spread",154
Spain,GPE,with their secret societies. They are spread all over Spain. Italy is entirely mined. I know more of,154
Italy,GPE,secret societies. They are spread all over Spain. Italy is entirely mined. I know more of the southern,154
Germany,GPE,one who should know that the brotherhood are organised throughout Germany and even in Russia. I have spoken to the,154
Russia,GPE,that the brotherhood are organised throughout Germany and even in Russia. I have spoken to the Duke about these things,154
England,GPE,"What unexpectedly took place in the southern part of England, and especially in the maritime counties, during the",155
Wellington,GPE,"partial discontent and general dejection came the crash of the Wellington ministry, and it required all the inspiration of Zenobia",156
England,GPE,"were the great expounders of popular principles, and whenever England was excited, which was rare, she spoke through",157
Buckinghamshire,GPE,"lost his seat except Lord Chandos, the member for Buckinghamshire, who owed his success entirely to his personal popularity",157
Wellington,GPE,"chief baron advised His Majesty to consult the Duke of Wellington, and was himself the bearer of the King’s",168
France,GPE,"“and, after all, the poor King of France is much worse off than we are. However,",187
India,GPE,"do something for you. They ought to give you India, and if we only set our mind upon it",188
Berkshire,GPE,"At the foot of the Berkshire downs, and itself on a gentle elevation, there",191
Hurstley,LOC,"the galleried hall, that she resolved on their taking Hurstley without even her previously visiting it. The only things",193
Hurstley,LOC,"Mr. and Mrs. Ferrars and their daughter travelled down to Hurstley in a post-chaise; Endymion, with the",195
Hurstley,GPE,"It was dusk when they arrived at Hurstley, and the melancholy hour did not tend to raise",196
London,GPE,"articles of ornamental furniture that had been saved from the London wreck, and rendering their usual room of residence as",202
workbag,GPE,"with a few books, some family miniatures, a workbag of rich material, and some toys that we never",202
Hurstley,LOC,"little anticipating in our last remarks, the family at Hurstley were much pleased with the country they now inhabited.",209
woodyard,GPE,", and while he foraged their pony, furnished their woodyard with logs and faggots, and supplied them from his",218
London,GPE,"new thing the big-wigs have set up in London that has put him wrong, for he is always",221
England,GPE,"as they do their great establishments in the north of England. Instead of feudalism, I would substitute the commercial",244
Berkshire,GPE,". During the second year of their exile in the Berkshire hills, affairs looked so black that it seemed no",259
Vienna,GPE,except further and more calamitous revolution. Zenobia went to Vienna that she might breathe the atmosphere of law and order,259
