Location,ent_type,context,p_no
England,GPE,"of the age. Yet even now, even in England, and even in London, we have every year",0
London,GPE,"even now, even in England, and even in London, we have every year a few days which must",0
London,GPE,"At the time at which this story opens, London was having its annual golden days; days to be",1
London,GPE,", and even the powers of soot which hover round London had not yet had time to shed their blackening dew",2
London,GPE,"nobody was tired of it yet, and ""all London"" evinced a tendency to modified rural habits, which",2
Hurlingham,GPE,"which expressed themselves in the way of driving down to Hurlingham, and giving water parties at Richmond.",2
Richmond,GPE,"driving down to Hurlingham, and giving water parties at Richmond.",2
London,GPE,well-dressed people who constitute what is known as London. Anyone acquainted with that august and splendid body would,3
China,GPE,"once that something had happened; not a famine in China, nor a railway accident, nor a revolution,",3
London,GPE,"of passing the time. Obviously the larger half of London was asking questions, and the smaller half was enjoying",3
London,GPE,"graceful entrance on to our stage, was emphatically ""London,"" and he too saw at once that something",5
London,GPE,"that if he hadn't been the tallest man in London, he would never have been there at all.",14
Chesterford,GPE,"""Chesterford,"" returned the other.",20
Chesterford,GPE,"socks, and look after the baby, and warm Chesterford's slippers for him. Where's Chesterford? Have",37
Chesterford,GPE,"and warm Chesterford's slippers for him. Where's Chesterford? Have you seen him? Oh, I told",37
Chesterford,GPE,"anxious,"" said Jack, ""it's for Chesterford. He's an awfully good fellow. It is",51
Chesterford,GPE,"mean. It can't be all nonsense, because Chesterford's like that, and he is an honest man",52
Chesterford,GPE,"see that that sort of thing won't do with Chesterford? He is not a fool by any means,",53
Chesterford,GPE,"me one bit. I believe you are jealous of Chesterford; you needn't be.""",61
Chesterford,GPE,"do your share. I want to be jealous of Chesterford, and I am sorry I am not. If",63
Chesterford,GPE,"in the world who deserves to be happy it is Chesterford. He is not brilliant, he does not even",63
Chesterford,GPE,"begone, dull care. I suppose you'll be Chesterford's best man. I shall tell him you must",73
Chesterford,GPE,"too. Oh, no, you can't; Chesterford's the other. The elephant is an amiable beast",73
Chesterford,GPE,"come to dinner, because I want to talk to Chesterford all the time, and do my duty in that",73
Chesterford,GPE,in that state of life in which it has pleased Chesterford to ask me to play my part. That's,73
Chesterford,GPE,"my face blacked, though I suppose it would frighten Chesterford. Here are Maud and Bertie back again. I",73
Chesterford,GPE,"me about it. She came home with Dodo and Chesterford, and stopped to open a letter in the hall",77
Chesterford,GPE,"she found Dodo sobbing among the sofa cushions, and Chesterford standing by, not quite knowing what to do.",77
Chesterford,GPE,"I am sorry about it, for I think that Chesterford will be terribly disillusioned. You know he doesn't",85
Chesterford,GPE,"sorry for himself, he was much more sorry for Chesterford. Chesterford was his cousin, they had been brought",89
Chesterford,GPE,"himself, he was much more sorry for Chesterford. Chesterford was his cousin, they had been brought up together",89
Chesterford,GPE,Chesterford's old friends had all a great respect and liking,90
Chesterford,GPE,never having felt the sort of love that she knew Chesterford felt for her.,91
London,GPE,"position to despise. Dodo was excellent friends with ""London,"" only ""London"" did not come and",92
London,GPE,"was excellent friends with ""London,"" only ""London"" did not come and seek her at her own",92
London,GPE,whilst the rest of the family were amusing themselves in London. It was well known that he was the proprietor,92
Lancashire,GPE,"was the proprietor of a flourishing iron foundry somewhere in Lancashire, and apparently the iron needed special care during the",92
London,GPE,"them. She constantly lamented Mr. Vane's absence from London, and remarked, with a brilliant smile, that",93
Chesterford,GPE,"large chandelier in the centre of the room, with Chesterford beside her, receiving congratulations with the utmost grace,",95
Chesterford,GPE,"to him, and found herself face to face with Chesterford. ""Dear old boy,"" she said to",96
Chesterford,GPE,"purpose to congratulate you,"" said Jack, grasping Chesterford's hand, ""and I wish you all joy",97
Chesterford,GPE,"said Dodo. ""Oh, by the way, Chesterford, ask Jack to be your best man. You",98
Chesterford,GPE,The sight of Chesterford with Dodo made Jack groan in spirit. He had,102
Chesterford,GPE,". He felt a genuine impulse of pure compassion for Chesterford, and an irritated disgust for Dodo. Dodo was",102
Chesterford,GPE,"wife. But the idea of her in comradeship with Chesterford was too absurd, and if she could never be",102
Chesterford,GPE,"if he asked her again about her resolution to marry Chesterford, what was he doing but continuing the conversation they",102
Park,GPE,"he doing but continuing the conversation they had in the Park that morning, in which Dodo herself had taken the",102
Chesterford,GPE,"soothe me, make me angry if you like. Chesterford's very nice. Don't you like him immensely",103
Chesterford,GPE,"to be safe. I want to be married. Chesterford is very safe. Jack, old boy, do",107
Chesterford,GPE,". Besides that, it isn't fair on either Chesterford or Dodo herself.""",119
London,GPE,"leading people,"" she said.—""She has not been in London, or, in fact, in England for two",128
England,GPE,"been in London, or, in fact, in England for two years. She was unhappily married. Her",128
London,GPE,"a scamp, and after his death she suddenly left London, and has only just returned. She is quite",128
Richmond,GPE,"We're all going on a water-party at Richmond. Mind you come.""",130
London,GPE,she really enjoyed giving up a day of June in London to the woods and waters. They were to start,146
Chesterford,GPE,"for them, as they were on her way? Chesterford, of course, was going, and Jack,",146
England,GPE,"travelled abroad for two years, and then returned to England to live with her sister, who had married a",148
England,GPE,"of her husband, and, on her return to England, received her with open arms, and begged her",148
the East End,LOC,"had once asked to accompany her in her visits to the East End, and had been immensely struck by what she saw",148
Clivedon,GPE,"were sitting on the bank of the river below the Clivedon woods, a little apart from the others, and",151
Chesterford,GPE,Dodo meanwhile had walked Chesterford off among the green cool woods that bordered the river,169
Chesterford,GPE,joyful. She had a large sense of success. Chesterford was really a very desirable lover; his immense wealth,170
