Location,ent_type,context,p_no
Avonmouth,GPE,"this moment we are established as the maiden sisters of Avonmouth, husband and wife to one another, as maiden",10
Cape,LOC,"until she was summoned to meet her father at the Cape, under the escort of his old friend, General",41
England,GPE,"in various commands in the colonies, without returning to England; and all that was known of her was a",42
Avonchester,GPE,", and the train which would bring the travellers to Avonchester. The Homestead carriage was sent to meet them,",47
Britomart,GPE,"almost beseeching protection, and Rachel’s heart throbbed with Britomart’s devotion to her Amoret.",55
Avonmouth,GPE,",” and every word between them showed how fondly Avonmouth had been remembered far away.",63
England,GPE,“I know no place in England so well; it is quite a home to me,93
Avonmouth,GPE,"“Avonmouth! Grace, do you hear what heresy Fanny has",120
Avonmouth,GPE,"and rather scared, “there is no place like Avonmouth, and I am sure the Major will think so",121
Melbourne,GPE,", would only talk of the much greater extent of Melbourne.",127
Melbourne,GPE,an ungracious shiver. “I shall go home to Melbourne when I’m a man.”,130
London,GPE,"poor boys. I wanted the Major to inquire in London, but he said perhaps I might hear of some",165
Touchettomania,GPE,” exclaimed Rachel. “A regular eruption of the Touchettomania. We have had him already advertising her.”,170
London,GPE,"leave her sister, or even to remove her to London, on account of her health.”",178
Avonmouth,GPE,or Fanny will not understand the state of parties at Avonmouth.”,192
Madeira,GPE,"health with a curate. But first he went to Madeira, and then he died, and there we are",196
Providence,GPE,"and Fanny was soothed with hearing instances of the special Providence over orphaned sons, and their love and deference for",208
London,GPE,"was executor to the will, and had gone to London to “see about it,” by which word",209
Scotland,GPE,result; but she believed he would first go to Scotland to see his brother. He and his brother were,211
Upper Avon Park,LOC,"on the matter, for she had to ride to Upper Avon Park to hold council on the books to be ordered for",316
Edgeworth,GPE,“This reminds me of an interesting article on the Edgeworth system of education in the ‘Traveller’s Review.,360
Mackarel Lane,GPE,"a silver groat, what was not your value in Mackarel Lane? Were you not one of its most considered inhabitants",376
East,LOC,"have a jubilee, and take you down under the East cliff, and we’ll invest a shilling in ‘",389
Ailie,GPE,"a disreputable article. There’s preferment for you, Ailie! What do you think of a general’s widow",392
Ailie,GPE,"Seventy! I hope you will make it do, Ailie. It would be a great relief.”",407
Ailie,GPE,"It really is lucky you had to turn governess, Ailie, or there would have been a talent thrown away",409
Homestead,GPE,", as well as in her official character at the Homestead. It so chanced that one Sunday afternoon they found",414
Homestead,GPE,"Williams, thinking it far to walk either to the Homestead or Myrtlewood before church, proposed to Grace to come",416
Myrtlewood,GPE,"thinking it far to walk either to the Homestead or Myrtlewood before church, proposed to Grace to come home with",416
London,GPE,"on, with my eldest sister, having masters in London. I did not come home till it was all",439
Lucknow,GPE,"We saw the name in the Gazette as killed at Lucknow, but not the right Christian name nor the same",445
