Location,ent_type,context,p_no
Salisbury,GPE,"call it Barchester. Were we to name Wells or Salisbury, Exeter, Hereford, or Gloucester, it might",0
Exeter,GPE,"Barchester. Were we to name Wells or Salisbury, Exeter, Hereford, or Gloucester, it might be presumed",0
Gloucester,GPE,"name Wells or Salisbury, Exeter, Hereford, or Gloucester, it might be presumed that something personal was intended",0
the West of England,LOC,"Let us presume that Barchester is a quiet town in the West of England, more remarkable for the beauty of its cathedral and",0
Barchester,GPE,Early in life Mr. Harding found himself located at Barchester. A fine voice and a taste for sacred music,1
Barchester,GPE,"be explained. In the year 1434 there died at Barchester one John Hiram, who had made money in the",4
Hiram,GPE,"certain meadows and closes near the town, still called Hiram's Butts, and Hiram's Patch, for the",4
Hiram,GPE,"the town, still called Hiram's Butts, and Hiram's Patch, for the support of twelve superannuated wool",4
Barchester,GPE,have been born and bred and spent their days in Barchester; he also appointed that an alms-house should,4
Barchester,GPE,"and the estates had prospered. Wool-carding in Barchester there was no longer any; so the bishop,",5
Hiram,GPE,being in stricter conformity with the absolute wording of old Hiram's will: but this was thought to be inconvenient,5
Barchester,GPE,"all parties, including the bishop and the corporation of Barchester.",5
Hiram,GPE,Such was the condition of Hiram's twelve old men when Mr. Harding was appointed warden,6
Barchester,GPE,"The property was farmed by a gentleman in Barchester, who also acted as the bishop's steward—",7
Barchester,GPE,"father and grandfather had been stewards to the bishops of Barchester, and farmers of John Hiram's estate. The",7
Barchester,GPE,"estate. The Chadwicks had earned a good name in Barchester; they had lived respected by bishops, deans,",7
Barchester,GPE,"a good house, and held a high position in Barchester society. The present Mr. Chadwick was a worthy scion",7
Hiram,GPE,"hardly tell how many, probably from the time when Hiram's wishes had been first fully carried out,—the proceeds of",8
Barchester,GPE,"had been subject to floods, and the land of Barchester butts was said to be unproductive; and in these",8
Hiram,GPE,"Hiram's Hospital, as the retreat is called, is",11
London,GPE,being on the side furthest from the town. The London road crosses the river by a pretty one-arched,11
Hiram,GPE,"which, in mild weather, three or four of Hiram's bedesmen are sure to be seen seated. Beyond",11
London,GPE,"lawn. The entrance to the hospital is from the London road, and is made through a ponderous gateway under",11
Hiram,GPE,"men, but greatly conducive to the good appearance of Hiram's charity. On passing through this portal, never",11
Barchester,GPE,"and Nares. He has greatly improved the choir of Barchester, which, under his dominion, now rivals that",13
England,GPE,"his dominion, now rivals that of any cathedral in England. He has taken something more than his fair share",13
Barchester,GPE,"Mr. Harding has been now precentor of Barchester for ten years; and, alas, the murmurs",15
Hiram,GPE,"and, alas, the murmurs respecting the proceeds of Hiram's estate are again becoming audible. It is not",15
England,GPE,have begun to be talked of in various parts of England. Eager pushing politicians have asserted in the House of,15
Rochester,GPE,"country, and the struggles of Mr. Whiston, at Rochester, have met with sympathy and support. Men are",15
Hiram,GPE,"has never felt that he had received a pound from Hiram's will to which he was not entitled, has",16
Barchester,GPE,"uneasy at the rumour which he knows to prevail in Barchester on the subject. He is aware that, at",18
Barchester,GPE,"hospital by himself; he had been a stonemason in Barchester, and had broken his thigh by a fall from",18
Barchester,GPE,the charity was intended for broken-down journeymen of Barchester.,18
Barchester,GPE,"There is living at Barchester, a young man, a surgeon, named John",19
Hiram,GPE,"the renewal, too, of that disagreeable talk about Hiram's estates which is now again prevalent in Barchester.",19
Barchester,GPE,"about Hiram's estates which is now again prevalent in Barchester. Nevertheless, Mr. Harding and Mr. Bold are acquainted",19
Barchester,GPE,perceives that this John Bold will work great trouble in Barchester. He considers that he is to be regarded as,19
London,GPE,". His father was a physician in the city of London, where he made a moderate fortune, which he",20
Hiram,GPE,"the advertisements), built outside the town just beyond Hiram's Hospital. To one of these Dr. Bold retired",20
London,GPE,when he went from school to study surgery in the London hospitals. Just as John Bold was entitled to write,20
Barchester,GPE,"and apothecary, old Dr. Bold died, leaving his Barchester property to his son, and a certain sum in",20
Barchester,GPE,"John Bold determined to settle himself at Barchester, and look after his own property, as well",21
Barchester,GPE,"; and though he has now been three years in Barchester, we have not heard that he has done much",21
Barchester,GPE,"(he has got himself elected a town councillor of Barchester, and has so worried three consecutive mayors, that",22
Barchester,GPE,"lofty deportment which strikes awe into the young hearts of Barchester, and absolutely cows the whole parish of Plumstead Episcopi",27
Hiram,GPE,were to marry. Bold would never trouble himself about Hiram's Hospital if he were papa's son-in,35
Barchester,GPE,of Lord John Russell and others were discussed either at Barchester or at Oxford.,39
Oxford,GPE,Russell and others were discussed either at Barchester or at Oxford.,39
Barchester,GPE,"as the upholder of the rights of the poor of Barchester. Not long after this success, he heard from",43
Hiram,GPE,"after this success, he heard from different quarters that Hiram's bedesmen were treated as paupers, whereas the property",43
St. Cecilia,GPE,make it a precinct specially fit for the worship of St. Cecilia.,56
Barchester,GPE,"disgraceful disturbance in the usually decent and quiet city of Barchester: but all he did, and all he was",93
Barchester,GPE,""" (meaning John Bold) had any friends in Barchester.",100
snuggeries,GPE,"man to be initiated into the comfortable arcana of ecclesiastical snuggeries; one who doubted the integrity of parsons, and",104
Hiram,GPE,"own way, it is not to be supposed that Hiram's bedesmen themselves were altogether passive spectators. Finney,",110
London,GPE,"the reply it would elicit, to all the leading London papers, and thereby to obtain notoriety for the subject",114
Africa,LOC,", as that which gives courage to a missionary in Africa, or enables a sister of mercy to give up",164
Beverly,GPE,he put down that scoundrel Horseman about the Bishop of Beverly's income; how completely he set them all adrift,169
Rochester,GPE,"'s estimation. ""How he silenced that fellow at Rochester. Of course we must have Haphazard; and I",169
Salisbury,GPE,"perfect? Who could lie basking in the cloisters of Salisbury, and gaze on Jewel's library, and that",172
St. Cecilia,GPE,"strain of perfect music, audible to himself and to St. Cecilia, and not without effect.",180
Hiram,GPE,"you express an opinion that you do not receive from Hiram's estate all that is your due."" Here",207
Providence,GPE,"which had been allotted to him, as though by Providence, should be invaded and desecrated, and all within",220
Hiram,GPE,"taken up the case of these twelve old men of Hiram's Hospital, and of course that brings me into",238
Barchester,GPE,"justice be done to the poor of the city of Barchester generally, who are, in fact, the legatees",242
dale,GPE,"full flow of harmony together—up hill and down dale— now louder and louder, then lower and lower",267
Hiram,GPE,"he best could, the accusation that was made about Hiram's will, the clains which the old men put",291
Hiram,GPE,"but his opinion was not yet received: copies of Hiram's will, copies of warden's journals, copies",304
Jupiter,LOC,"above all, it had been mentioned in the daily Jupiter. That all powerful organ of the press in one",304
Jupiter,LOC,"article. They say that forty thousand copies of the Jupiter are daily sold, and that each copy is read",305
Jupiter,LOC,"""Write to the Jupiter,"" suggested the bishop.",306
Jupiter,LOC,"he cannot successfully answer, when attacked by the Jupiter. In such matters it is omnipotent. What the",307
Russia,GPE,"matters it is omnipotent. What the Czar is in Russia, or the mob in America, that the Jupiter",307
America,GPE,"the Czar is in Russia, or the mob in America, that the Jupiter is in England. Answer such",307
Jupiter,LOC,"Russia, or the mob in America, that the Jupiter is in England. Answer such an article! No",307
England,GPE,"the mob in America, that the Jupiter is in England. Answer such an article! No, warden;",307
Jupiter,LOC,"The article in the Jupiter, while it so greatly harassed our poor warden,",308
Jupiter,LOC,"the same cause and on the same side with the Jupiter; to have the views he had recommended seconded,",308
Jupiter,LOC,"seconded, and furthered, and battled for by the Jupiter! Perhaps to have his own name mentioned as that",308
Jupiter,LOC,to the glorious golden dreams which this leader in the Jupiter produced in the soaring mind of Finney.,308
Jupiter,LOC,should have been added. He told them how the Jupiter had declared that their warden was no better than a,309
Jupiter,LOC,"no better than a robber, and that what the Jupiter said was acknowledged by the world to be true.",309
Jupiter,LOC,"acknowledged by the world to be true. How the Jupiter had affirmed that each one of them— ""each",309
Jupiter,LOC,"to a hundred a year; and that if the Jupiter had said so, it was better than a decision",309
Jupiter,LOC,"addressed from the Barchester conclave to the Editor of the Jupiter, but hitherto that was the only decision to which",310
Oxford,GPE,"still fight it out; he still believed confidently in Oxford, in the bench of bishops, in Sir Abraham",321
Florinda,GPE,"five in all) were girls; the elder, Florinda, bore the name of the Archbishop of York's",323
York,GPE,", Florinda, bore the name of the Archbishop of York's wife, whose godchild she was; and the",323
Devonshire,GPE,successful. He was also sent on a tour into Devonshire; a treat which the lad was most anxious of,325
Westminster,GPE,"within some miles of Barchester Cathedral, and also at Westminster, where he was at school, that young Henry",325
china,GPE,"-bowl; the cups were old, dim dragon china, worth about a pound a piece, but very",330
London,GPE,"useful a pillar. Mr. Chadwick had just come from London, and was, therefore, known to be the",334
Jupiter,LOC,openly convinced that he was not the man which the Jupiter had described him to be; of such longings on,359
Barchester,GPE,", leaning back in his brougham as he journeyed into Barchester, felt that it would be difficult to communicate his",362
Hiram,GPE,understand it; the gist of the matter is this:—Under Hiram's will two paid guardians have been selected for the,371
England,GPE,"which they won't do, no twelve men in England will take five minutes to decide against them.""",379
ipsissima,GPE,could he say that what he had seen were the ipsissima verba of the great man himself; but what he,383
Jupiter,LOC,"""And the Jupiter?"" said the warden, stopping suddenly.",392
Jupiter,LOC,"""Oh! the Jupiter,"" answered the other. ""The Jupiter can",393
Jupiter,LOC,"the Jupiter,"" answered the other. ""The Jupiter can break no bones. You must bear with that",393
Jupiter,LOC,"too little general interest to be mentioned again in the Jupiter, unless we stir up the subject:"" and",393
England,GPE,"brother clergymen, you would encourage every cantankerous dissenter in England to make a similar charge against some source of clerical",401
Jupiter,LOC,"the extent of the evil which you dread. The Jupiter publishes an article which a great many, no doubt",403
Jupiter,LOC,those who understand the subject how many will believe the Jupiter? Every one knows what its object is; it,403
Rochester,GPE,"the case against Lord Guildford and against the Dean of Rochester, and that against half a dozen bishops; and",403
Jupiter,LOC,? Does not all the world know this of the Jupiter? Who that really knows you will think the worse,403
Jupiter,LOC,you will think the worse of you for what the Jupiter says? And why care for those who do not,403
London,GPE,"hat; ""and to inquire about the news from London,"" he added after a pause.",422
London,GPE,"somehow that the archdeacon has had down great news from London, and Handy and Moody are both as black as",424
London,GPE,"but they told me that there was good news from London, and I came to wish your reverence joy;",430
London,GPE,"her daily haunt, for John Bold was up in London among lawyers and church reformers, diving deep into other",438
Barchester,GPE,"deep into other questions than that of the wardenship of Barchester; supplying information to one member of parliament, and",438
Russia,GPE,appeal to the public in aid of the Emperor of Russia; but it was sharp and effective: at least,438
Jupiter,LOC,supposed to have high employment on the staff of the Jupiter.,438
London,GPE,"the hospital, and what they are doing up in London, and what that cruel newspaper has said; but",449
Jupiter,LOC,"had dared to write such things of him in the Jupiter. That he could leave Sir Abraham, and the",453
London,GPE,"She knew that John Bold was in London, and that, therefore, the scene itself could",466
Jephthah,GPE,"with a staid and solemn air, quite worthy of Jephthah's daughter or of Iphigenia either.",474
Australia,GPE,"; he would give up the lawsuit and go to Australia, with her of course, leaving the Jupiter and",482
Jupiter,LOC,"to Australia, with her of course, leaving the Jupiter and Mr. Finney to complete the case between them.",482
London,GPE,"talk, asked after her health—said something about London being very stupid, and more about Barchester being very",485
Jupiter,LOC,"might still be made to the hospital in the daily Jupiter. He promised, however, that he would use",520
London,GPE,"with this view, he postponed his immediate return to London.",520
London,GPE,"would have given a hundred pounds that he was in London, and she still at Barchester.",522
Barchester,GPE,"that he was in London, and she still at Barchester.",522
Jupiter,LOC,"the one in the shape of a number of the Jupiter, and the other in that of a further opinion",530
